Rep,SampID,replicate,Batch,SizeFrac,Compound,min.area.flag,blk.ratio.flag,Adjusted_Area
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Glutamine,NA,NA,32679491.370973986
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Lysine,NA,NA,1524414
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,beta-Glutamic acid,NA,NA,620202.0010645041
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Glutamic acid,NA,NA,26116394.61437237
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Hydroxyisoleucine,NA,NA,56956528
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Methionine,NA,NA,1911614.2350349631
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,5-Hydroxyectoine,NA,NA,6369572.570821142
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Betonicine,NA,NA,63455768
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Carnitine,NA,NA,91664408
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Arginine,NA,NA,4530762.434384535
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Arsenobetaine,NA,NA,6012062
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Gonyol,NA,NA,205727191.12750947
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Tyrosine,NA,NA,3745182.8230872494
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,2-O-alpha-D-Glucosylglycerol,Flag,NA,0
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Threonine Betaine (tentative),NA,NA,15126118
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Homoserine Betaine (tentative),NA,NA,127032592
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Taurine,NA,NA,18370736.323585365
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Isethionic acid,NA,NA,108761536.32448624
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,14591479.361946706
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,L-Cysteic acid,Flag,Flag,9599
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Sucrose,NA,NA,10544243.710845986
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,Trehalose,NA,NA,1242270.0039136424
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,beta-Alanine,NA,NA,962030.8376908896
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Alanine,NA,NA,752881.395637019
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Sarcosine,NA,NA,133925
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Serine,Flag,Flag,48383
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Proline,NA,NA,11225246.57791094
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Glycine betaine,NA,NA,1590644096
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Threonine,NA,Flag,28658.25
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Dimethylsulfonioacetate,NA,NA,119729800
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,beta-Alaninebetaine,NA,NA,256901616
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Isoleucine,NA,NA,81270256.41011348
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Asparagine,NA,NA,457626.7614790809
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Aspartic acid,NA,NA,683066.5762969689
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Dimethylsulfoniopropionate,NA,NA,309409408
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Homarine,NA,NA,78005288
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Trigonelline,NA,NA,149210976
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Ectoine,NA,NA,52363016
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Proline betaine,NA,NA,67325208
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,(3-Carboxypropyl)trimethylammonium,NA,NA,26304670
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Glutamine,NA,NA,47569337.94230293
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Lysine,NA,NA,668040
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,beta-Glutamic acid,NA,NA,834268.0068461181
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Glutamic acid,NA,NA,35556472.04719738
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Hydroxyisoleucine,NA,NA,56690096
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Methionine,NA,NA,609829.6551323944
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,5-Hydroxyectoine,NA,NA,4046566.956404296
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Betonicine,NA,NA,43659876
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Carnitine,NA,NA,64836244
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Arginine,NA,NA,1704406.8069793102
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Arsenobetaine,NA,NA,6134435
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Gonyol,NA,NA,21601832.88461698
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Tyrosine,NA,NA,2465181.212843152
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,2-O-alpha-D-Glucosylglycerol,Flag,Flag,0
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Threonine Betaine (tentative),NA,NA,12224648
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Homoserine Betaine (tentative),NA,NA,102668800
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Taurine,NA,NA,6923907.23096878
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Isethionic acid,NA,NA,67225509.73055181
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,5587297.2502494585
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,L-Cysteic acid,NA,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Sucrose,NA,NA,13241836.957105566
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,Trehalose,NA,NA,863321.8582928901
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,beta-Alanine,NA,NA,1700602.0864225284
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Alanine,NA,NA,1921774.83986196
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Sarcosine,NA,NA,420082
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Serine,NA,Flag,48383
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Proline,NA,NA,29110079.557367153
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Glycine betaine,NA,NA,4862282240
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Threonine,NA,NA,1003912.1779685128
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Dimethylsulfonioacetate,NA,NA,300604736
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,beta-Alaninebetaine,NA,NA,440050976
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Isoleucine,NA,NA,64394641.3391786
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Asparagine,NA,NA,620137.0058127029
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Aspartic acid,NA,NA,444323.4211561212
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Dimethylsulfoniopropionate,NA,NA,444711872
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Homarine,NA,NA,4249678592
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Trigonelline,NA,NA,247321872
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Ectoine,NA,NA,29479792
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Proline betaine,NA,NA,49461360
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,(3-Carboxypropyl)trimethylammonium,NA,NA,61754996
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Glutamine,NA,NA,14666247.303750057
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Lysine,NA,NA,2154349
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,beta-Glutamic acid,NA,NA,369833.4591238837
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Glutamic acid,NA,NA,43385554.46080389
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Hydroxyisoleucine,NA,NA,51979064
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Methionine,NA,NA,2774148.8682753895
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,5-Hydroxyectoine,NA,NA,6902032.858253415
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Betonicine,NA,NA,33839720
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Carnitine,NA,NA,84529160
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Arginine,NA,NA,5772162.880041532
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Arsenobetaine,NA,NA,4142769
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Gonyol,NA,NA,60431052.28975875
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Tyrosine,NA,NA,3252448.328807055
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,2-O-alpha-D-Glucosylglycerol,NA,NA,40466.96147693453
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Threonine Betaine (tentative),NA,Flag,318038
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Homoserine Betaine (tentative),NA,NA,319568352
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Taurine,NA,NA,19942972.317347
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Isethionic acid,NA,NA,179541860.12398368
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,43150562.08180548
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,L-Cysteic acid,Flag,Flag,9599
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Sucrose,NA,NA,6365358.567992906
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,Trehalose,NA,NA,1956604.2011792583
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,beta-Alanine,NA,NA,1454464.645716371
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Alanine,NA,NA,1689356.3237823092
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Sarcosine,NA,NA,258813
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Serine,NA,Flag,48383
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Proline,NA,NA,33084223.82380777
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Glycine betaine,NA,NA,4992046080
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Threonine,NA,NA,1588765.483378205
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Dimethylsulfonioacetate,NA,NA,323354592
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,beta-Alaninebetaine,NA,NA,438656000
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Isoleucine,NA,NA,63322712.16878527
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Asparagine,NA,NA,704583.1984481364
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Aspartic acid,NA,NA,329688.8382968915
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Dimethylsulfoniopropionate,NA,NA,897636544
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Homarine,NA,NA,4340447232
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Trigonelline,NA,NA,292564640
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Ectoine,NA,NA,29919570
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Proline betaine,NA,NA,50812960
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,(3-Carboxypropyl)trimethylammonium,NA,NA,57122328
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Glutamine,NA,NA,11752036.780596953
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Lysine,NA,NA,2091716
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,beta-Glutamic acid,NA,NA,347199.4851246159
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Glutamic acid,NA,NA,44609811.07442871
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Hydroxyisoleucine,NA,NA,49632440
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Methionine,NA,NA,3033912.9298663787
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,5-Hydroxyectoine,NA,NA,4243959.677570379
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Betonicine,NA,NA,34398288
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Carnitine,NA,NA,75731016
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Arginine,NA,NA,7305374.319595095
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Arsenobetaine,NA,NA,4115233
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Gonyol,NA,NA,71712953.58046491
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Tyrosine,NA,NA,3950347.194390804
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,2-O-alpha-D-Glucosylglycerol,NA,NA,68533.06431573616
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Threonine Betaine (tentative),NA,Flag,318038
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Homoserine Betaine (tentative),NA,NA,285643712
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Taurine,NA,NA,22058968.03323377
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Isethionic acid,NA,NA,143450971.67810214
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,53231876.75990389
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,L-Cysteic acid,NA,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Sucrose,NA,NA,6262257.388124496
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,Trehalose,NA,NA,2133691.9905082663
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,beta-Alanine,NA,NA,3330279.3848753474
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Alanine,NA,NA,2048456.168187108
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Sarcosine,NA,NA,777823
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Serine,NA,NA,720290.3191394667
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Proline,NA,NA,67007872.13894661
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Glycine betaine,NA,NA,6771496448
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Threonine,NA,NA,1036940.1851071112
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Dimethylsulfonioacetate,NA,NA,592447680
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,beta-Alaninebetaine,NA,NA,573090752
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Isoleucine,NA,NA,70631130.35516545
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Asparagine,NA,NA,1878176.116888503
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Aspartic acid,NA,NA,1928950.992095356
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Dimethylsulfoniopropionate,NA,NA,196958096
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Homarine,NA,NA,5306433024
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Trigonelline,NA,NA,403700736
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Ectoine,NA,NA,51954508
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Proline betaine,NA,NA,65511868
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,(3-Carboxypropyl)trimethylammonium,NA,NA,107395592
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Glutamine,NA,NA,28989344.37416468
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Lysine,NA,NA,4705624
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,beta-Glutamic acid,NA,NA,1105995.1805202833
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Glutamic acid,NA,NA,99878384.76621
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Hydroxyisoleucine,NA,NA,57899912
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Methionine,NA,NA,4784538.789948187
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,5-Hydroxyectoine,NA,NA,2678406.809419225
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Betonicine,NA,NA,40962976
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Carnitine,NA,NA,108346720
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Arginine,NA,NA,24948705.232558627
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Arsenobetaine,NA,NA,4781938
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Gonyol,NA,NA,47675151.90444072
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Tyrosine,NA,NA,6201398.5660315985
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,2-O-alpha-D-Glucosylglycerol,NA,NA,200388.6636529668
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Threonine Betaine (tentative),NA,Flag,318038
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Homoserine Betaine (tentative),NA,NA,430098240
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Taurine,NA,NA,46672734.542904094
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Isethionic acid,NA,NA,243549438.775322
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,129188666.96388929
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,L-Cysteic acid,NA,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Sucrose,NA,NA,7921095.30691905
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,Trehalose,NA,NA,3171653.594123282
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,beta-Alanine,NA,NA,513013.2087266328
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Alanine,NA,NA,1066966.1729323645
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Sarcosine,NA,NA,177561
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Serine,NA,Flag,48383
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Proline,NA,NA,15547853.958874468
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Glycine betaine,NA,NA,3264485376
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Threonine,NA,NA,230224.4834351649
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Dimethylsulfonioacetate,NA,NA,53149412
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,beta-Alaninebetaine,NA,NA,297067904
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Isoleucine,NA,NA,56563787.44923464
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Asparagine,NA,NA,365124.5570298165
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Aspartic acid,NA,NA,291681.7828644032
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Dimethylsulfoniopropionate,NA,Flag,9715390.75
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Homarine,NA,NA,3807047680
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Trigonelline,NA,NA,74170472
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Ectoine,NA,NA,9652902
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Proline betaine,NA,NA,42828636
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,(3-Carboxypropyl)trimethylammonium,NA,NA,37132040
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Glutamine,NA,NA,9258991.14421906
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Lysine,NA,NA,1929207
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,beta-Glutamic acid,NA,NA,595026.3868804208
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Glutamic acid,NA,NA,51854524.50963179
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Hydroxyisoleucine,NA,NA,42721596
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Methionine,NA,NA,1420358.9899568262
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,5-Hydroxyectoine,NA,NA,870005.7523212044
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Betonicine,NA,NA,22964980
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Carnitine,NA,NA,59026120
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Arginine,NA,NA,2867464.299890733
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Arsenobetaine,NA,NA,3851613
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Gonyol,NA,NA,7115221.529385653
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Tyrosine,NA,NA,1381624.5602557678
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,2-O-alpha-D-Glucosylglycerol,Flag,NA,0
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Threonine Betaine (tentative),NA,Flag,318038
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Homoserine Betaine (tentative),NA,NA,161058240
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Taurine,NA,NA,9153232.25581505
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Isethionic acid,NA,NA,80738522.62877211
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,22926107.663841944
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,L-Cysteic acid,NA,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Sucrose,NA,NA,4890354.28297104
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,Trehalose,NA,Flag,104919
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,beta-Alanine,NA,NA,33564280.45715806
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Alanine,NA,NA,22037826.36517403
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Sarcosine,NA,NA,4428404
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Serine,NA,NA,2691062.094063312
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Proline,NA,NA,452496141.9928548
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Glycine betaine,NA,NA,28161409024
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Threonine,NA,NA,5506654.768968415
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Dimethylsulfonioacetate,NA,NA,4700138496
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,beta-Alaninebetaine,NA,NA,13495821312
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Isoleucine,NA,NA,1092464129.67008
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Asparagine,NA,NA,9692696.851446236
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Aspartic acid,NA,NA,4923645.902972748
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Dimethylsulfoniopropionate,NA,NA,16582791168
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Homarine,NA,NA,7932341760
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Trigonelline,NA,NA,5067076096
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Ectoine,NA,NA,84001040
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Proline betaine,NA,NA,538851200
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,(3-Carboxypropyl)trimethylammonium,NA,NA,1460454016
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Glutamine,NA,NA,151593052.96123555
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Lysine,NA,NA,27185908
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,beta-Glutamic acid,NA,NA,3234627.980700731
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Glutamic acid,NA,NA,195509155.87057143
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Hydroxyisoleucine,NA,NA,688258048
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Methionine,NA,NA,107404099.81721844
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,5-Hydroxyectoine,NA,NA,56405357.27591239
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Betonicine,NA,NA,641761344
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Carnitine,NA,NA,2034622592
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Arginine,NA,NA,149434664.33407792
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Arsenobetaine,NA,NA,9119176
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Gonyol,NA,NA,974091555.4848636
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Tyrosine,NA,NA,73007117.80306777
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,2-O-alpha-D-Glucosylglycerol,NA,NA,7687775.046301086
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Threonine Betaine (tentative),NA,NA,140101584
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Homoserine Betaine (tentative),NA,NA,1432264320
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Taurine,NA,NA,681977280.6941743
