Batch,Type,Organism,SampID,Compound,Detected
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,L-Methionine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,L-Methionine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,L-Methionine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,L-Proline,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,L-Proline,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,L-Proline,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,L-Proline,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,L-Proline,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,L-Proline,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,L-Proline,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,L-Proline,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,L-Proline,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,L-Proline,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,L-Proline,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,L-Proline,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,L-Proline,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,L-Proline,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,L-Proline,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,L-Proline,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,L-Proline,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,L-Proline,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,L-Proline,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,L-Proline,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,L-Proline,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,L-Proline,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,L-Proline,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,L-Proline,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,L-Proline,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,L-Proline,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,L-Proline,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,L-Proline,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,L-Proline,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,L-Proline,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,L-Proline,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,L-Proline,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,L-Proline,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,L-Proline,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,L-Proline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,L-Proline,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,L-Serine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,L-Serine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,L-Serine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,L-Serine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,L-Serine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,L-Serine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,L-Serine,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,L-Serine,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,L-Serine,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,L-Serine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,L-Serine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,L-Serine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,L-Serine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,L-Serine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,L-Serine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,L-Serine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,L-Serine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,L-Serine,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,L-Serine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,L-Serine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,L-Serine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,L-Serine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,L-Serine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,L-Serine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,L-Serine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,L-Serine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,L-Serine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,L-Serine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,L-Serine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,L-Serine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,L-Serine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,L-Serine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,L-Serine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,L-Serine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,L-Serine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,L-Serine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,L-Threonine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,L-Threonine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,L-Threonine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,L-Threonine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,L-Threonine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,L-Threonine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,L-Threonine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,L-Threonine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,L-Threonine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,L-Threonine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,L-Threonine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,L-Threonine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,L-Threonine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,L-Threonine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,L-Threonine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,L-Threonine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,L-Threonine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,L-Threonine,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,L-Threonine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,L-Threonine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,L-Threonine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,L-Threonine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,L-Threonine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,L-Threonine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,L-Threonine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,L-Threonine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,L-Threonine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,L-Threonine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,L-Threonine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,L-Threonine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,L-Threonine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,L-Threonine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,L-Threonine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,L-Threonine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,L-Threonine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,L-Threonine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,L-Tyrosine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,L-Tyrosine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,L-Tyrosine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,L-Tyrosine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,L-Tyrosine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,L-Tyrosine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,L-Tyrosine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,L-Tyrosine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,L-Tyrosine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,L-Tyrosine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,L-Tyrosine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,L-Tyrosine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,L-Tyrosine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,L-Tyrosine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,L-Tyrosine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,L-Tyrosine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,L-Tyrosine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,L-Tyrosine,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,L-Tyrosine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,L-Tyrosine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,L-Tyrosine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,L-Tyrosine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,L-Tyrosine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,L-Tyrosine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,L-Tyrosine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,L-Tyrosine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,L-Tyrosine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,L-Tyrosine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,L-Tyrosine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,L-Tyrosine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,L-Tyrosine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,L-Tyrosine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,L-Tyrosine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,L-Tyrosine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,L-Tyrosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,L-Tyrosine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,Proline betaine,Yes
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,Proline betaine,Yes
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,Proline betaine,Yes
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,Proline betaine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,Proline betaine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,Proline betaine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,Proline betaine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,Proline betaine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,Proline betaine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,Proline betaine,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,Proline betaine,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,Proline betaine,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,Proline betaine,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,Proline betaine,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,Proline betaine,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,Proline betaine,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,Proline betaine,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,Proline betaine,Yes
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,Proline betaine,Yes
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,Proline betaine,Yes
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,Proline betaine,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,Proline betaine,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,Proline betaine,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,Proline betaine,Yes
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,Proline betaine,Yes
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,Proline betaine,Yes
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,Proline betaine,Yes
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,Proline betaine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,Proline betaine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,Proline betaine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,Proline betaine,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,Proline betaine,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,Proline betaine,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,Proline betaine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,Proline betaine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,Proline betaine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,Sarcosine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,Sarcosine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,Sarcosine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,Sarcosine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,Sarcosine,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,Sarcosine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,Sarcosine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,Sarcosine,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,Sarcosine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,Sarcosine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,Sarcosine,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,Sarcosine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,Sarcosine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,Sarcosine,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,Sarcosine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,Sarcosine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,Sarcosine,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,Sarcosine,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,Sarcosine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,Sarcosine,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,Sarcosine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,Sarcosine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,Sarcosine,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,Sarcosine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,Sarcosine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,Sarcosine,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,Sarcosine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,Sarcosine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,Sarcosine,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,Sarcosine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,Sarcosine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,Sarcosine,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,Sarcosine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,Sarcosine,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,Sarcosine,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,Sarcosine,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,Trigonelline,Yes
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,Trigonelline,Yes
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,Trigonelline,Yes
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,Trigonelline,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,Trigonelline,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,Trigonelline,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,Trigonelline,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,Trigonelline,Yes
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,Trigonelline,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,Trigonelline,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,Trigonelline,Yes
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,Trigonelline,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,Trigonelline,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,Trigonelline,Yes
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,Trigonelline,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,Trigonelline,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,Trigonelline,Yes
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,Trigonelline,Yes
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,Trigonelline,Yes
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,Trigonelline,Yes
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,Trigonelline,Yes
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,Trigonelline,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,Trigonelline,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,Trigonelline,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,Trigonelline,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,Trigonelline,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,Trigonelline,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,Trigonelline,Yes
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,Trigonelline,Yes
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,Trigonelline,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,Trigonelline,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,Trigonelline,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,Trigonelline,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,Trigonelline,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,Trigonelline,Yes
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,Trigonelline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,Trigonelline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,Trigonelline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,Trigonelline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,Trigonelline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,Trigonelline,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,Trigonelline,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,Trimethylamine N-oxide,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,Trimethylamine N-oxide,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,Trimethylamine N-oxide,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,Threonine Betaine (tentative),No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,Threonine Betaine (tentative),No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,Threonine Betaine (tentative),No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,Threonine Betaine (tentative),No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,Threonine Betaine (tentative),No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,Threonine Betaine (tentative),No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,Threonine Betaine (tentative),No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,Threonine Betaine (tentative),No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,Threonine Betaine (tentative),No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,Threonine Betaine (tentative),No
