Name,SampID,Batch,uM.in.vial.ave,uM_in_samp,uM_C_smp,uM_N_smp,uM_S_smp
Dimethylsulfonioacetate,220104_Smp_371_C,Haptophyte,0.00126124173758996,1.0089933900719683e-5,4.035973560287873e-5,NA,1.0089933900719683e-5
Dimethylsulfonioacetate,220104_Smp_2090_A,Haptophyte,0.005646163472010341,5.018811975120303e-5,2.007524790048121e-4,NA,5.018811975120303e-5
Dimethylsulfonioacetate,220104_Smp_2090_B,Haptophyte,0.005306449810235424,4.2451598481883386e-5,1.6980639392753354e-4,NA,4.2451598481883386e-5
Dimethylsulfonioacetate,220104_Smp_2090_C,Haptophyte,0.008100528064533152,6.480422451626521e-5,2.5921689806506084e-4,NA,6.480422451626521e-5
Dimethylsulfonioacetate,220104_Smp_Ca_A,Haptophyte,21.434087206896336,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Ca_B,Haptophyte,22.57368601211585,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Ca_C,Haptophyte,21.733604440006697,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Cr_A,Haptophyte,128.40498303321195,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Cr_B,Haptophyte,116.37021458495487,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Cr_C,Haptophyte,115.37122920774436,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Cs_A,Haptophyte,72.16958969623579,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Cs_B,Haptophyte,78.62436751795379,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_Cs_C,Haptophyte,69.77140260130649,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_P3_A,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_P3_B,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_P3_C,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_P5-5_A,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_P5-5_B,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfonioacetate,220104_Smp_P5-5_C,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Blk_MediaBlk_A,Diatom,0.00473377402822363,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Blk_MediaBlk_B,Diatom,0.0325377182915515,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Blk_MediaBlk_Fc,Diatom,0.0010764357407390148,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Blk_MediaBlk_Pc55x,Diatom,2.6143753332631434e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Blk_MediaBlk_Z,Diatom,1.275913340809735e-4,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Smp_Cy_A,Diatom,192.0579842092791,1.2803865613951944,6.401932806975972,NA,1.2803865613951944
Dimethylsulfoniopropionate,211215_Smp_Cy_B,Diatom,188.30244478281816,1.2553496318854542,6.276748159427271,NA,1.2553496318854542
Dimethylsulfoniopropionate,211215_Smp_Cy_C,Diatom,240.9456759099303,1.6063045060662018,8.031522530331008,NA,1.6063045060662018
Dimethylsulfoniopropionate,211215_Smp_Fc_A,Diatom,62.58642132706207,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Smp_Fc_B,Diatom,55.60120428852027,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Smp_Fc_C,Diatom,57.81494621971122,NA,NA,NA,NA
Dimethylsulfoniopropionate,211215_Smp_Np_A,Diatom,0.0031608861715562583,1.404838298469448e-5,7.02419149234724e-5,NA,1.404838298469448e-5
Dimethylsulfoniopropionate,211215_Smp_Np_C,Diatom,3.903833978692209e-4,1.5615335914768836e-6,7.807667957384418e-6,NA,1.5615335914768836e-6
Dimethylsulfoniopropionate,211215_Smp_Np_F,Diatom,6.241585843307022e-5,2.496634337322809e-7,1.2483171686614044e-6,NA,2.496634337322809e-7
Dimethylsulfoniopropionate,211215_Smp_Pc55x_A,Diatom,1.909918172266924,0.010186230252090263,0.050931151260451314,NA,0.010186230252090263
Dimethylsulfoniopropionate,211215_Smp_Pc55x_B,Diatom,2.047034060112249,0.010917514987265328,0.05458757493632664,NA,0.010917514987265328
Dimethylsulfoniopropionate,211215_Smp_Pc55x_C,Diatom,1.331281710526633,0.007100169122808709,0.03550084561404355,NA,0.007100169122808709
Dimethylsulfoniopropionate,211215_Smp_Pt_C,Diatom,96.156201703448815,0.3846248068137953,1.9231240340689766,NA,0.3846248068137953
Dimethylsulfoniopropionate,211215_Smp_Pt_F,Diatom,82.00521975060536,0.3280208790024214,1.640104395012107,NA,0.3280208790024214
Dimethylsulfoniopropionate,211215_Smp_To_A,Diatom,3.1209185444747973,0.012483674177899189,0.06241837088949594,NA,0.012483674177899189
Dimethylsulfoniopropionate,211215_Smp_To_B,Diatom,3.643629490876899,0.014574517963507597,0.07287258981753798,NA,0.014574517963507597
Dimethylsulfoniopropionate,211215_Smp_To_C,Diatom,2.6738316560182773,0.010695326624073109,0.053476633120365547,NA,0.010695326624073109
Dimethylsulfoniopropionate,211215_Smp_Tp_A,Diatom,16.933165564877957,0.058897967182184194,0.294489835910921,NA,0.058897967182184194
Dimethylsulfoniopropionate,211215_Smp_Tp_E,Diatom,8.866483812381862,0.035465935249527444,0.17732967624763724,NA,0.035465935249527444
Dimethylsulfoniopropionate,211215_Smp_Tp_F,Diatom,10.349826864529643,0.03599939778966833,0.17999698894834165,NA,0.03599939778966833
Dimethylsulfoniopropionate,220111_Blk_MediaBlk_A,Bacteria,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Blk_MediaBlk_AMS,Bacteria,2.6108256605823277,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Blk_MediaBlk_AOA,Bacteria,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Blk_MediaBlk_B,Bacteria,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Smp_DSS3_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_DSS3_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_DSS3_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_Och_A,Bacteria,2.871009614333197e-5,3.8280128191109294e-7,1.914006409555465e-6,NA,3.8280128191109294e-7
Dimethylsulfoniopropionate,220111_Smp_Och_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_Och_C,Bacteria,2.7394711528429074e-5,3.6526282037905433e-7,1.8263141018952717e-6,NA,3.6526282037905433e-7
Dimethylsulfoniopropionate,220111_Smp_SA7_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA7_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA7_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA11_A,Bacteria,0.0015867329321112159,2.1156439094816207e-5,1.0578219547408104e-4,NA,2.1156439094816207e-5
Dimethylsulfoniopropionate,220111_Smp_SA11_B,Bacteria,0.006327584613067334,8.436779484089779e-5,4.218389742044889e-4,NA,8.436779484089779e-5
Dimethylsulfoniopropionate,220111_Smp_SA11_C,Bacteria,0.006107897113147787,8.143862817530382e-5,4.0719314087651914e-4,NA,8.143862817530382e-5
Dimethylsulfoniopropionate,220111_Smp_SA16_A,Bacteria,0.0061784894208142425,8.23798589441899e-5,4.118992947209495e-4,NA,8.23798589441899e-5
Dimethylsulfoniopropionate,220111_Smp_SA16_B,Bacteria,0.005970215622813593,7.96028749708479e-5,3.9801437485423953e-4,NA,7.96028749708479e-5
Dimethylsulfoniopropionate,220111_Smp_SA16_C,Bacteria,0.0053121213922853695,7.082828523047159e-5,3.5414142615235796e-4,NA,7.082828523047159e-5
Dimethylsulfoniopropionate,220111_Smp_SA36_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA36_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA36_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA42_A,Bacteria,1.2249562341667823,0.01633274978889043,0.08166374894445215,NA,0.01633274978889043
Dimethylsulfoniopropionate,220111_Smp_SA44_B,Bacteria,2.0793581723154225e-4,2.77247756308723e-6,1.386238781543615e-5,NA,2.77247756308723e-6
Dimethylsulfoniopropionate,220111_Smp_SA44_C,Bacteria,2.5860096144375694e-5,3.4480128192500927e-7,1.7240064096250464e-6,NA,3.4480128192500927e-7
Dimethylsulfoniopropionate,220111_Smp_SA48_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA48_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA48_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA53_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA53_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA53_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA55_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA55_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA55_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA59_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA59_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA59_C,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA60_A,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SA60_B,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SCM1_Exp1,Bacteria,1.8748798070056913e-5,4.99967948534851e-9,2.499839742674255e-8,NA,4.99967948534851e-9
Dimethylsulfoniopropionate,220111_Smp_SCM1_Exp2,Bacteria,1.1340624995846846e-5,3.0241666655591582e-9,1.512083332779579e-8,NA,3.0241666655591582e-9
Dimethylsulfoniopropionate,220111_Smp_SCM1_Exp3,Bacteria,0,0,0,NA,0
Dimethylsulfoniopropionate,220111_Smp_SCM1_St1,Bacteria,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Smp_SCM1_St2,Bacteria,6.707137016774489e-4,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Smp_SCM1_St3,Bacteria,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,220111_Smp_SCM1_St4,Bacteria,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,211221_Blk_MediaBlk_1314P,Cyano,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,211221_Blk_MediaBlk_A,Cyano,6.245548751367251e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211221_Blk_MediaBlk_As9601,Cyano,1.4772626345270232e-4,NA,NA,NA,NA
Dimethylsulfoniopropionate,211221_Blk_MediaBlk_C,Cyano,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,211221_Blk_MediaBlk_Nat,Cyano,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,211221_Smp_1314P_A,Cyano,2.9318282416930947e-4,4.690925186708951e-6,2.3454625933544758e-5,NA,4.690925186708951e-6
Dimethylsulfoniopropionate,211221_Smp_1314P_B,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_1314P_C,Cyano,1.8594278126567125e-4,2.9750845002507398e-6,1.4875422501253698e-5,NA,2.9750845002507398e-6
Dimethylsulfoniopropionate,211221_Smp_7803_B,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_7803_F,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_8102_A,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_8102_F,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_8501_B,Cyano,1.0102678851985872e-4,8.082143081588697e-7,4.041071540794348e-6,NA,8.082143081588697e-7
Dimethylsulfoniopropionate,211221_Smp_8501_C,Cyano,0.020447378972278128,1.0905268785215001e-4,5.4526343926075e-4,NA,1.0905268785215001e-4
Dimethylsulfoniopropionate,211221_Smp_8501_D,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_As9601_A,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_As9601_B,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_As9601_C,Cyano,2.641224418428326e-4,4.2259590694853214e-6,2.1129795347426608e-5,NA,4.2259590694853214e-6
Dimethylsulfoniopropionate,211221_Smp_MED4_D,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_MED4_E,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_MED4_F,Cyano,1.225866902615241e-4,6.129334513076204e-7,3.064667256538102e-6,NA,6.129334513076204e-7
Dimethylsulfoniopropionate,211221_Smp_Nat_A,Cyano,3.456588972481267e-4,5.5305423559700275e-6,2.7652711779850136e-5,NA,5.5305423559700275e-6
Dimethylsulfoniopropionate,211221_Smp_Nat_B,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,211221_Smp_Nat_C,Cyano,0,0,0,NA,0
Dimethylsulfoniopropionate,220104_Blk_MediaBlk_C,Haptophyte,1.709754799782616e-4,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Blk_MediaBlk_H,Haptophyte,0,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Blk_MediaBlk_LInoSi,Haptophyte,4.946385433795043e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Blk_MediaBlk_RAC5,Haptophyte,3.0876156199796456e-4,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_116-1_A,Haptophyte,0.04880099303821723,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_116-1_B,Haptophyte,0.0563645032033784,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_116-1_C,Haptophyte,0.05244552075990983,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_371_A,Haptophyte,22.325110577035254,0.11906725641085468,0.5953362820542734,NA,0.11906725641085468
Dimethylsulfoniopropionate,220104_Smp_371_B,Haptophyte,24.097612539888193,0.128520600212737,0.6426030010636851,NA,0.128520600212737
Dimethylsulfoniopropionate,220104_Smp_371_C,Haptophyte,21.27478549355889,0.17019828394847114,0.8509914197423557,NA,0.17019828394847114
Dimethylsulfoniopropionate,220104_Smp_2090_A,Haptophyte,24.705693004211184,0.21960616003743275,1.0980308001871637,NA,0.21960616003743275
Dimethylsulfoniopropionate,220104_Smp_2090_B,Haptophyte,23.08275779932227,0.1846620623945782,0.9233103119728909,NA,0.1846620623945782
Dimethylsulfoniopropionate,220104_Smp_2090_C,Haptophyte,36.795212111071976,0.2943616968885758,1.471808484442879,NA,0.2943616968885758
Dimethylsulfoniopropionate,220104_Smp_Ca_A,Haptophyte,58.76288245211687,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Ca_B,Haptophyte,61.00483837167223,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Ca_C,Haptophyte,57.46171480149413,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Cr_A,Haptophyte,23.89686976074643,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Cr_B,Haptophyte,19.768118357371144,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Cr_C,Haptophyte,19.38554275667266,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Cs_A,Haptophyte,31.40766210695321,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Cs_B,Haptophyte,39.39547867237687,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_Cs_C,Haptophyte,30.251515568185596,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_P3_A,Haptophyte,0.004961068897683504,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_P3_B,Haptophyte,0.004598199963649219,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_P3_C,Haptophyte,0.00410880794797,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_P5-5_A,Haptophyte,0.040424932005728616,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_P5-5_B,Haptophyte,0.039635847425933346,NA,NA,NA,NA
Dimethylsulfoniopropionate,220104_Smp_P5-5_C,Haptophyte,0.04045113057586835,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Blk_MediaBlk_21,Dino_Green,5.722049369666848e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Blk_MediaBlk_49,Dino_Green,4.110641167085223e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Blk_MediaBlk_71,Dino_Green,1.5182089119547372e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Blk_MediaBlk_3430,Dino_Green,1.1553784086603067e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Blk_MediaBlk_N,Dino_Green,2.506829460670938e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Blk_MediaBlk_O,Dino_Green,7.239645533799657e-5,NA,NA,NA,NA
Dimethylsulfoniopropionate,211218_Smp_449_A,Dino_Green,64.10558574643575,1.0684264291072625,5.342132145536312,NA,1.0684264291072625
Dimethylsulfoniopropionate,211218_Smp_449_B,Dino_Green,72.56609438592494,1.2094349064320822,6.047174532160411,NA,1.2094349064320822
Dimethylsulfoniopropionate,211218_Smp_449_C,Dino_Green,91.65165404239879,1.527527567373313,7.637637836866565,NA,1.527527567373313
Dimethylsulfoniopropionate,211218_Smp_1314_A,Dino_Green,39.5833113826128,0.65972185637688,3.2986092818843997,NA,0.65972185637688
Dimethylsulfoniopropionate,211218_Smp_1314_B,Dino_Green,50.5860644096473,0.8431010734941216,4.215505367470608,NA,0.8431010734941216
Dimethylsulfoniopropionate,211218_Smp_1314_C,Dino_Green,31.522819645909728,0.5253803274318287,2.6269016371591434,NA,0.5253803274318287
Dimethylsulfoniopropionate,211218_Smp_1545_A,Dino_Green,14.439824595175446,0.23103719352280713,1.1551859676140357,NA,0.23103719352280713
Dimethylsulfoniopropionate,211218_Smp_1545_B,Dino_Green,16.940078512515036,0.27104125620024055,1.3552062810012027,NA,0.27104125620024055
Dimethylsulfoniopropionate,211218_Smp_1545_C,Dino_Green,13.24787489280021,0.21196599828480334,1.0598299914240168,NA,0.21196599828480334
Dimethylsulfoniopropionate,211218_Smp_1771_A,Dino_Green,44.9452719307903,0.7490878655131715,3.7454393275658577,NA,0.7490878655131715
Dimethylsulfoniopropionate,211218_Smp_1771_B,Dino_Green,49.80644361731617,0.8301073936219361,4.15053696810968,NA,0.8301073936219361
Dimethylsulfoniopropionate,211218_Smp_1771_C,Dino_Green,40.47718608738126,0.674619768123021,3.3730988406151052,NA,0.674619768123021
Dimethylsulfoniopropionate,211218_Smp_2021_A,Dino_Green,8.281049776395056,0.06760040633791882,0.3380020316895941,NA,0.06760040633791882
Dimethylsulfoniopropionate,211218_Smp_2021_B,Dino_Green,10.773330685653049,0.08794555661757589,0.4397277830878794,NA,0.08794555661757589
Dimethylsulfoniopropionate,211218_Smp_2021_C,Dino_Green,1.399640474433142,0.023327341240552364,0.11663670620276181,NA,0.023327341240552364
Dimethylsulfoniopropionate,211218_Smp_3430_A,Dino_Green,22.238212425827854,0.35581139881324564,1.7790569940662282,NA,0.35581139881324564
Dimethylsulfoniopropionate,211218_Smp_3430_B,Dino_Green,21.553671038333338,0.34485873661333333,1.7242936830666666,NA,0.34485873661333333
Dimethylsulfoniopropionate,211218_Smp_3430_C,Dino_Green,23.095019344164758,0.36952030950663606,1.8476015475331802,NA,0.36952030950663606
Ectoine,220111_Blk_MediaBlk_A,Bacteria,0.0024063146882028663,NA,NA,NA,NA
Ectoine,220111_Blk_MediaBlk_AMS,Bacteria,1.7031076509538016e-4,NA,NA,NA,NA
Ectoine,220111_Blk_MediaBlk_AOA,Bacteria,5.663292533224201e-4,NA,NA,NA,NA
Ectoine,220111_Blk_MediaBlk_B,Bacteria,0.0015809982941418497,NA,NA,NA,NA
Ectoine,220111_Smp_DSS3_A,Bacteria,0.03912840797414842,5.217121063219789e-4,0.0031302726379318735,0.0010434242126439578,NA
Ectoine,220111_Smp_DSS3_B,Bacteria,0.036972261490706565,4.929634865427541e-4,0.0029577809192565248,9.859269730855083e-4,NA
Ectoine,220111_Smp_DSS3_C,Bacteria,0.03922059876159165,5.22941316821222e-4,0.0031376479009273322,0.001045882633642444,NA
Ectoine,220111_Smp_Och_A,Bacteria,0.016978421757962426,2.2637895677283233e-4,0.001358273740636994,4.5275791354566466e-4,NA
Ectoine,220111_Smp_Och_B,Bacteria,0.010266698137974777,1.3688930850633033e-4,8.213358510379819e-4,2.7377861701266066e-4,NA
Ectoine,220111_Smp_Och_C,Bacteria,0.009147667300556982,1.2196889734075976e-4,7.318133840445585e-4,2.4393779468151952e-4,NA
Ectoine,220111_Smp_SA7_A,Bacteria,0.0013993720883070774,1.8658294510761027e-5,1.1194976706456616e-4,3.7316589021522055e-5,NA
Ectoine,220111_Smp_SA7_B,Bacteria,7.2438125865593066e-6,1.1590100138494891e-7,6.954060083096935e-7,2.3180200276989782e-7,NA
Ectoine,220111_Smp_SA7_C,Bacteria,0.0027096422105282398,4.3354275368451835e-5,2.60125652210711e-4,8.670855073690367e-5,NA
Ectoine,220111_Smp_SA11_A,Bacteria,0.016996726534528824,2.266230204603843e-4,0.0013597381227623058,4.532460409207686e-4,NA
Ectoine,220111_Smp_SA11_B,Bacteria,0.015453539976832138,2.0604719969109515e-4,0.001236283198146571,4.120943993821903e-4,NA
Ectoine,220111_Smp_SA11_C,Bacteria,0.01472943074505711,1.963924099340948e-4,0.0011783544596045688,3.927848198681896e-4,NA
Ectoine,220111_Smp_SA16_A,Bacteria,0.015593717183572286,2.0791622911429713e-4,0.0012474973746857828,4.1583245822859427e-4,NA
Ectoine,220111_Smp_SA16_B,Bacteria,0.045036287773544834,6.004838369805976e-4,0.003602903021883586,0.0012009676739611953,NA
Ectoine,220111_Smp_SA16_C,Bacteria,0.020488235426189733,2.7317647234919646e-4,0.0016390588340951789,5.463529446983929e-4,NA
Ectoine,220111_Smp_SA36_A,Bacteria,0.0010133440066576243,1.3511253422101658e-5,8.106752053260995e-5,2.7022506844203316e-5,NA
Ectoine,220111_Smp_SA36_B,Bacteria,0.0013044522569941618,1.7392696759922154e-5,1.0435618055953293e-4,3.478539351984431e-5,NA
Ectoine,220111_Smp_SA36_C,Bacteria,0.004103845788098208,5.471794384130944e-5,3.2830766304785665e-4,1.0943588768261888e-4,NA
Ectoine,220111_Smp_SA42_A,Bacteria,45.02589494268474,0.6003452659024632,3.6020715954147793,1.2006905318049264,NA
Ectoine,220111_Smp_SA44_B,Bacteria,0.5909452992274093,0.007879270656365457,0.04727562393819275,0.015758541312730915,NA
Ectoine,220111_Smp_SA44_C,Bacteria,0.1454781682430728,0.0019397089099076371,0.011638253459445823,0.0038794178198152743,NA
Ectoine,220111_Smp_SA48_A,Bacteria,0.0027090806066450905,5.418161213290181e-5,3.2508967279741086e-4,1.0836322426580362e-4,NA
Ectoine,220111_Smp_SA48_B,Bacteria,8.245441887216863e-4,1.6490883774433725e-5,9.894530264660235e-5,3.298176754886745e-5,NA
Ectoine,220111_Smp_SA48_C,Bacteria,0.0013749905822237887,1.833320776298385e-5,1.0999924657790309e-4,3.66664155259677e-5,NA
Ectoine,220111_Smp_SA53_A,Bacteria,0.0075834995727882635,1.0111332763717685e-4,6.066799658230611e-4,2.022266552743537e-4,NA
Ectoine,220111_Smp_SA53_B,Bacteria,0.006268069714890667,1.0028911543825068e-4,6.01734692629504e-4,2.0057823087650135e-4,NA
Ectoine,220111_Smp_SA53_C,Bacteria,0.0022140574963612904,3.542491994178064e-5,2.1254951965068384e-4,7.084983988356128e-5,NA
Ectoine,220111_Smp_SA55_A,Bacteria,164.94731968481645,2.1992975957975527,13.195785574785315,4.398595191595105,NA
Ectoine,220111_Smp_SA55_B,Bacteria,183.86580461943606,2.4515440615924806,14.709264369554884,4.903088123184961,NA
Ectoine,220111_Smp_SA55_C,Bacteria,162.79918932460123,2.17065585766135,13.0239351459681,4.3413117153227,NA
Ectoine,220111_Smp_SA59_A,Bacteria,284.3427597084837,3.7912367961131155,22.747420776678695,7.582473592226231,NA
Ectoine,220111_Smp_SA59_B,Bacteria,257.4556997400132,3.432742663200176,20.596455979201053,6.865485326400352,NA
Ectoine,220111_Smp_SA59_C,Bacteria,271.98398784229124,3.62645317123055,21.7587190273833,7.2529063424611,NA
Ectoine,220111_Smp_SA60_A,Bacteria,0.10638196474159874,0.0014184261965546497,0.008510557179327898,0.0028368523931092994,NA
Ectoine,220111_Smp_SA60_B,Bacteria,0.08716053656211081,0.001394568584993773,0.008367411509962638,0.002789137169987546,NA
Ectoine,220111_Smp_SCM1_Exp1,Bacteria,1.8065656163027225e-4,4.8175083101405934e-8,2.890504986084356e-7,9.635016620281187e-8,NA
Ectoine,220111_Smp_SCM1_Exp2,Bacteria,2.3534712728227812e-4,6.275923394194082e-8,3.765554036516449e-7,1.2551846788388163e-7,NA
Ectoine,220111_Smp_SCM1_Exp3,Bacteria,3.5008104559755733e-4,9.335494549268196e-8,5.601296729560917e-7,1.8670989098536392e-7,NA
Ectoine,220111_Smp_SCM1_St1,Bacteria,0,NA,NA,NA,NA
Ectoine,220111_Smp_SCM1_St2,Bacteria,3.531742544852159e-4,NA,NA,NA,NA
Ectoine,220111_Smp_SCM1_St3,Bacteria,1.7163579925718564e-4,NA,NA,NA,NA
Ectoine,220111_Smp_SCM1_St4,Bacteria,7.642639094202093e-5,NA,NA,NA,NA
Ectoine,211221_Blk_MediaBlk_1314P,Cyano,0,NA,NA,NA,NA
Ectoine,211221_Blk_MediaBlk_A,Cyano,0,NA,NA,NA,NA
Ectoine,211221_Blk_MediaBlk_As9601,Cyano,0,NA,NA,NA,NA
Ectoine,211221_Blk_MediaBlk_C,Cyano,0,NA,NA,NA,NA
Ectoine,211221_Blk_MediaBlk_Nat,Cyano,0,NA,NA,NA,NA
Ectoine,211221_Smp_1314P_A,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_1314P_B,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_1314P_C,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_7803_B,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_7803_F,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_8102_A,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_8102_F,Cyano,1.2208967485689638e-5,8.139311657126425e-8,4.883586994275855e-7,1.627862331425285e-7,NA
Ectoine,211221_Smp_8501_B,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_8501_C,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_8501_D,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_As9601_A,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_As9601_B,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_As9601_C,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_MED4_D,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_MED4_E,Cyano,0,0,0,0,NA
Ectoine,211221_Smp_MED4_F,Cyano,7.560257038446413e-5,3.780128519223207e-7,2.268077111533924e-6,7.560257038446414e-7,NA
