Rep,SampID,replicate,Batch,SizeFrac,Blk_type,Compound,Area,min.area.flag,blk.ratio.flag
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,L-Arginine,4601998,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Arsenobetaine,6012062,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Gonyol,232740480,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,L-Tyrosine,3804067,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,FSW,2-O-alpha-D-Glucosylglycerol,38215,Flag,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Threonine Betaine (tentative),15126118,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Homoserine Betaine (tentative),127032592,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Taurine,18438486,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Isethionic acid,111564800,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",14820896,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Sucrose,8637256,NA,NA
170706_Smp_S4E16D15_C,S4E16D15,C,G2,full,NA,Trehalose,1098628,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,beta-Alanine,914739,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Alanine,723775,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Sarcosine,133925,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Proline,10699296,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Glycine betaine,1590644096,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Dimethylsulfonioacetate,119729800,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,beta-Alaninebetaine,256901616,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Isoleucine,83273192,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Asparagine,436185,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Aspartic acid,651062,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Dimethylsulfoniopropionate,309409408,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Homarine,78005288,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Trigonelline,149210976,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Ectoine,52363016,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Proline betaine,67325208,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,(3-Carboxypropyl)trimethylammonium,26304670,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Glutamine,45340512,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Lysine,668040,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,beta-Glutamic acid,795179,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Glutamic acid,33890500,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Hydroxyisoleucine,56690096,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Methionine,535358,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,5-Hydroxyectoine,4272457,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Betonicine,43659876,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Carnitine,64836244,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Arginine,1620621,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Arsenobetaine,6134435,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Gonyol,20766706,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Tyrosine,2343997,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Threonine Betaine (tentative),12224648,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Homoserine Betaine (tentative),102668800,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Taurine,7310418,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Isethionic acid,65967016,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",5312635,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,L-Cysteic acid,NA,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Sucrose,9898134,NA,NA
170706_Smp_S4E16D15_Ds,S4E16D15,Ds,G2,small,NA,Trehalose,674861,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,beta-Alanine,1902073,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Alanine,1660865,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Sarcosine,420082,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Proline,35793028,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Glycine betaine,4862282240,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Threonine,867616,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Dimethylsulfonioacetate,300604736,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,beta-Alaninebetaine,440050976,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Isoleucine,76511656,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Asparagine,762505,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Aspartic acid,546329,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Dimethylsulfoniopropionate,444711872,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Homarine,4249678592,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Trigonelline,247321872,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Ectoine,29479792,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Proline betaine,49461360,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,(3-Carboxypropyl)trimethylammonium,61754996,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Glutamine,18033252,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Lysine,2154349,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,beta-Glutamic acid,454738,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Glutamic acid,53345796,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Hydroxyisoleucine,51979064,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Methionine,3238299,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,5-Hydroxyectoine,6688121,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Betonicine,33839720,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Carnitine,84529160,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Arginine,6455993,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Arsenobetaine,4142769,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Gonyol,52226628,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,L-Tyrosine,3637767,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,2-O-alpha-D-Glucosylglycerol,43981,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Homoserine Betaine (tentative),319568352,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Taurine,19324888,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Isethionic acid,199528160,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",48262624,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,FSW,L-Cysteic acid,16748,Flag,Flag
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Sucrose,7273827,NA,NA
170706_Smp_S5E28D15_A,S5E28D15,A,G2,full,NA,Trehalose,2134362,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,beta-Alanine,1638144,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Alanine,1219739,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Sarcosine,258813,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Proline,35286016,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Glycine betaine,4992046080,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Threonine,1147111,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Dimethylsulfonioacetate,323354592,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,beta-Alaninebetaine,438656000,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Isoleucine,73791920,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Asparagine,751474,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Aspartic acid,351630,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Dimethylsulfoniopropionate,897636544,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Homarine,4340447232,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Trigonelline,292564640,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Ectoine,29919570,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Proline betaine,50812960,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,(3-Carboxypropyl)trimethylammonium,57122328,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Glutamine,12534148,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Lysine,2091716,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,beta-Glutamic acid,370306,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Glutamic acid,47578644,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Hydroxyisoleucine,49632440,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Methionine,3637280,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,5-Hydroxyectoine,4401553,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Betonicine,34398288,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Carnitine,75731016,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Arginine,8227945,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Arsenobetaine,4115233,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Gonyol,51777760,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Tyrosine,4449223,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,2-O-alpha-D-Glucosylglycerol,94977,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Homoserine Betaine (tentative),285643712,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Taurine,22878096,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Isethionic acid,236345376,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",59954348,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,L-Cysteic acid,NA,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Sucrose,8718726,NA,NA
170706_Smp_S5E28D15_B,S5E28D15,B,G2,full,NA,Trehalose,2416080,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,beta-Alanine,4701780,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Alanine,5593327,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Sarcosine,777823,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Serine,1087141,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Proline,101135616,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Glycine betaine,6771496448,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Threonine,2831374,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Dimethylsulfonioacetate,592447680,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,beta-Alaninebetaine,573090752,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Isoleucine,94222208,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Asparagine,2834749,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Aspartic acid,2911384,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Dimethylsulfoniopropionate,196958096,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Homarine,5306433024,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Trigonelline,403700736,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Ectoine,51954508,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Proline betaine,65511868,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,(3-Carboxypropyl)trimethylammonium,107395592,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Glutamine,43753892,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Lysine,4705624,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,beta-Glutamic acid,1669289,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Glutamic acid,150747392,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Hydroxyisoleucine,57899912,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Methionine,6312382,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,5-Hydroxyectoine,4297005,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Betonicine,40962976,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Carnitine,108346720,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Arginine,35223268,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Arsenobetaine,4781938,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Gonyol,130177408,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Tyrosine,8755305,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,2-O-alpha-D-Glucosylglycerol,294369,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Homoserine Betaine (tentative),430098240,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Taurine,74877712,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Isethionic acid,208245552,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",182392112,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,L-Cysteic acid,NA,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Sucrose,10380981,NA,NA
170706_Smp_S5E28D15_C,S5E28D15,C,G2,full,NA,Trehalose,4484540,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,beta-Alanine,540584,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Alanine,1113721,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Sarcosine,177561,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Proline,16490603,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Glycine betaine,3264485376,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Threonine,240313,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Dimethylsulfonioacetate,53149412,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,beta-Alaninebetaine,297067904,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Isoleucine,62474872,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Asparagine,387264,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Aspartic acid,309368,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Homarine,3807047680,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Trigonelline,74170472,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Ectoine,9652902,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Proline betaine,42828636,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,(3-Carboxypropyl)trimethylammonium,37132040,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Glutamine,9820413,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Lysine,1929207,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,beta-Glutamic acid,631106,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Glutamic acid,54998740,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Hydroxyisoleucine,42721596,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Methionine,1445568,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,5-Hydroxyectoine,1045935,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Betonicine,22964980,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Carnitine,59026120,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Arginine,3021570,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Arsenobetaine,3851613,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Gonyol,7427013,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Tyrosine,1455877,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Homoserine Betaine (tentative),161058240,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Taurine,11004164,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Isethionic acid,89469000,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",24158222,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,L-Cysteic acid,NA,NA,NA
170706_Smp_S5E28D15_Ds,S5E28D15,Ds,G2,small,NA,Sucrose,4565279,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,beta-Alanine,37252388,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Alanine,22306652,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Sarcosine,4428404,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Serine,3202451,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Proline,538485056,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Glycine betaine,28161409024,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Threonine,5573827,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Dimethylsulfonioacetate,4700138496,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,beta-Alaninebetaine,13495821312,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Isoleucine,848362880,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Asparagine,11534623,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Aspartic acid,5859298,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Dimethylsulfoniopropionate,16582791168,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Homarine,7932341760,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Trigonelline,5067076096,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Ectoine,84001040,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Proline betaine,538851200,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,(3-Carboxypropyl)trimethylammonium,1460454016,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Glutamine,180400640,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Lysine,27185908,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,beta-Glutamic acid,3849312,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Glutamic acid,232662224,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Hydroxyisoleucine,688258048,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Methionine,109929824,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,5-Hydroxyectoine,52476444,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Betonicine,641761344,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Carnitine,2034622592,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Arginine,165854832,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Arsenobetaine,9119176,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Gonyol,985973888,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,L-Tyrosine,81029280,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,2-O-alpha-D-Glucosylglycerol,8004524,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Threonine Betaine (tentative),140101584,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Homoserine Betaine (tentative),1432264320,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Taurine,634474176,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Isethionic acid,1779506560,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",739222656,NA,NA
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,NA,Trehalose,17676732,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,beta-Alanine,32822508,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Alanine,28954848,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Sarcosine,3850120,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Serine,3991668,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Proline,458791360,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Glycine betaine,24288196608,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Threonine,5878986,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Dimethylsulfonioacetate,2752750080,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,beta-Alaninebetaine,10232329216,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Isoleucine,762488000,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Asparagine,9865830,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Aspartic acid,4974711,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Dimethylsulfoniopropionate,9886022656,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Homarine,5852804096,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Trigonelline,3722513920,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Ectoine,42799768,NA,NA
