SampID,Type,Organism,Compound,uM.in.vial.ave,uM_in_samp
220111_Smp_SA55_A,Bacteria,SA55,Dimethylsulfoniopropionate,0,0
220111_Smp_SA55_B,Bacteria,SA55,Dimethylsulfoniopropionate,0,0
220111_Smp_SA55_C,Bacteria,SA55,Dimethylsulfoniopropionate,0,0
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Dimethylsulfoniopropionate,1.8748798070056913e-5,4.99967948534851e-9
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Dimethylsulfoniopropionate,1.1340624995846846e-5,3.0241666655591582e-9
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Dimethylsulfoniopropionate,0,0
211221_Smp_1314P_A,Cyano,1314P,Dimethylsulfoniopropionate,2.9318282416930947e-4,4.690925186708951e-6
211221_Smp_1314P_B,Cyano,1314P,Dimethylsulfoniopropionate,0,0
211221_Smp_1314P_C,Cyano,1314P,Dimethylsulfoniopropionate,1.8594278126567125e-4,2.97508450025074e-6
211221_Smp_7803_B,Cyano,7803,Dimethylsulfoniopropionate,0,0
211221_Smp_7803_F,Cyano,7803,Dimethylsulfoniopropionate,0,0
211221_Smp_8102_A,Cyano,8102,Dimethylsulfoniopropionate,0,0
211221_Smp_8102_F,Cyano,8102,Dimethylsulfoniopropionate,0,0
211221_Smp_8501_B,Cyano,WH8501,Dimethylsulfoniopropionate,1.0102678851985872e-4,8.082143081588697e-7
211221_Smp_8501_C,Cyano,WH8501,Dimethylsulfoniopropionate,0.02044737897227812,1.0905268785215e-4
211221_Smp_8501_D,Cyano,WH8501,Dimethylsulfoniopropionate,0,0
211221_Smp_As9601_A,Cyano,As9601,Dimethylsulfoniopropionate,0,0
211221_Smp_As9601_B,Cyano,As9601,Dimethylsulfoniopropionate,0,0
211221_Smp_As9601_C,Cyano,As9601,Dimethylsulfoniopropionate,2.641224418428326e-4,4.2259590694853214e-6
211221_Smp_MED4_D,Cyano,MED4,Dimethylsulfoniopropionate,0,0
211221_Smp_MED4_E,Cyano,MED4,Dimethylsulfoniopropionate,0,0
211221_Smp_MED4_F,Cyano,MED4,Dimethylsulfoniopropionate,1.225866902615241e-4,6.129334513076204e-7
211221_Smp_Nat_A,Cyano,NATL2A,Dimethylsulfoniopropionate,3.456588972481267e-4,5.5305423559700275e-6
211221_Smp_Nat_B,Cyano,NATL2A,Dimethylsulfoniopropionate,0,0
211221_Smp_Nat_C,Cyano,NATL2A,Dimethylsulfoniopropionate,0,0
220104_Smp_371_A,Haptophyte,371,Dimethylsulfoniopropionate,22.325110577035257,0.11906725641085468
220104_Smp_371_B,Haptophyte,371,Dimethylsulfoniopropionate,24.097612539888193,0.128520600212737
220104_Smp_371_C,Haptophyte,371,Dimethylsulfoniopropionate,21.27478549355889,0.17019828394847114
220104_Smp_2090_A,Haptophyte,2090,Dimethylsulfoniopropionate,24.705693004211184,0.21960616003743277
220104_Smp_2090_B,Haptophyte,2090,Dimethylsulfoniopropionate,23.08275779932227,0.1846620623945782
220104_Smp_2090_C,Haptophyte,2090,Dimethylsulfoniopropionate,36.795212111071976,0.2943616968885758
211218_Smp_449_A,Dino,449,Dimethylsulfoniopropionate,64.10558574643575,1.0684264291072625
211218_Smp_449_B,Dino,449,Dimethylsulfoniopropionate,72.56609438592494,1.2094349064320822
211218_Smp_449_C,Dino,449,Dimethylsulfoniopropionate,91.6516540423988,1.527527567373313
211218_Smp_1314_A,Dino,1314,Dimethylsulfoniopropionate,39.5833113826128,0.65972185637688
211218_Smp_1314_B,Dino,1314,Dimethylsulfoniopropionate,50.5860644096473,0.8431010734941216
211218_Smp_1314_C,Dino,1314,Dimethylsulfoniopropionate,31.522819645909728,0.5253803274318287
211218_Smp_1545_A,Prasinophyte,1545,Dimethylsulfoniopropionate,14.439824595175446,0.23103719352280713
211218_Smp_1545_B,Prasinophyte,1545,Dimethylsulfoniopropionate,16.940078512515036,0.27104125620024055
211218_Smp_1545_C,Prasinophyte,1545,Dimethylsulfoniopropionate,13.24787489280021,0.21196599828480336
211218_Smp_1771_A,Dino,1771,Dimethylsulfoniopropionate,44.9452719307903,0.7490878655131715
211218_Smp_1771_B,Dino,1771,Dimethylsulfoniopropionate,49.80644361731617,0.8301073936219361
211218_Smp_1771_C,Dino,1771,Dimethylsulfoniopropionate,40.47718608738126,0.674619768123021
211218_Smp_2021_A,Dino,2021,Dimethylsulfoniopropionate,8.281049776395056,0.06760040633791882
211218_Smp_2021_B,Dino,2021,Dimethylsulfoniopropionate,10.773330685653049,0.08794555661757589
211218_Smp_2021_C,Dino,2021,Dimethylsulfoniopropionate,1.399640474433142,0.02332734124055236
211218_Smp_3430_A,Prasinophyte,3430,Dimethylsulfoniopropionate,22.238212425827857,0.35581139881324564
211218_Smp_3430_B,Prasinophyte,3430,Dimethylsulfoniopropionate,21.553671038333334,0.34485873661333333
211218_Smp_3430_C,Prasinophyte,3430,Dimethylsulfoniopropionate,23.09501934416476,0.36952030950663606
220111_Smp_DSS3_A,Bacteria,DSS3,Ectoine,0.03912840797414842,5.217121063219789e-4
220111_Smp_DSS3_B,Bacteria,DSS3,Ectoine,0.03697226149070656,4.929634865427541e-4
220111_Smp_DSS3_C,Bacteria,DSS3,Ectoine,0.03922059876159165,5.22941316821222e-4
220111_Smp_Och_A,Bacteria,OCh114,Ectoine,0.01697842175796242,2.2637895677283233e-4
220111_Smp_Och_B,Bacteria,OCh114,Ectoine,0.01026669813797477,1.3688930850633033e-4
220111_Smp_Och_C,Bacteria,OCh114,Ectoine,0.00914766730055698,1.2196889734075976e-4
220111_Smp_SA7_A,Bacteria,SA7,Ectoine,0.00139937208830707,1.8658294510761027e-5
220111_Smp_SA7_B,Bacteria,SA7,Ectoine,7.243812586559307e-6,1.1590100138494892e-7
220111_Smp_SA7_C,Bacteria,SA7,Ectoine,0.00270964221052823,4.3354275368451835e-5
220111_Smp_SA11_A,Bacteria,SA11,Ectoine,0.01699672653452882,2.266230204603843e-4
220111_Smp_SA11_B,Bacteria,SA11,Ectoine,0.01545353997683213,2.0604719969109515e-4
220111_Smp_SA11_C,Bacteria,SA11,Ectoine,0.01472943074505711,1.963924099340948e-4
220111_Smp_SA16_A,Bacteria,SA16,Ectoine,0.01559371718357228,2.079162291142971e-4
220111_Smp_SA16_B,Bacteria,SA16,Ectoine,0.04503628777354483,6.004838369805976e-4
220111_Smp_SA16_C,Bacteria,SA16,Ectoine,0.02048823542618973,2.7317647234919646e-4
220111_Smp_SA36_A,Bacteria,SA36,Ectoine,0.00101334400665762,1.3511253422101658e-5
220111_Smp_SA36_B,Bacteria,SA36,Ectoine,0.00130445225699416,1.7392696759922154e-5
220111_Smp_SA36_C,Bacteria,SA36,Ectoine,0.0041038457880982,5.471794384130944e-5
220111_Smp_SA42_A,Bacteria,SA42,Ectoine,45.02589494268474,0.6003452659024632
220111_Smp_SA44_B,Bacteria,SA44,Ectoine,0.5909452992274093,0.00787927065636545
220111_Smp_SA44_C,Bacteria,SA44,Ectoine,0.1454781682430728,0.00193970890990763
220111_Smp_SA48_A,Bacteria,SA48,Ectoine,0.00270908060664509,5.418161213290181e-5
220111_Smp_SA48_B,Bacteria,SA48,Ectoine,8.245441887216863e-4,1.6490883774433725e-5
220111_Smp_SA48_C,Bacteria,SA48,Ectoine,0.00137499058222378,1.833320776298385e-5
220111_Smp_SA53_A,Bacteria,SA53,Ectoine,0.00758349957278826,1.0111332763717683e-4
220111_Smp_SA53_B,Bacteria,SA53,Ectoine,0.00626806971489066,1.0028911543825068e-4
220111_Smp_SA53_C,Bacteria,SA53,Ectoine,0.00221405749636129,3.542491994178064e-5
220111_Smp_SA55_A,Bacteria,SA55,Ectoine,164.94731968481645,2.1992975957975527
220111_Smp_SA55_B,Bacteria,SA55,Ectoine,183.8658046194361,2.4515440615924806
220111_Smp_SA55_C,Bacteria,SA55,Ectoine,162.79918932460123,2.17065585766135
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Ectoine,1.8065656163027225e-4,4.8175083101405934e-8
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Ectoine,2.3534712728227812e-4,6.275923394194083e-8
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Ectoine,3.5008104559755733e-4,9.335494549268197e-8
211221_Smp_1314P_A,Cyano,1314P,Ectoine,0,0
211221_Smp_1314P_B,Cyano,1314P,Ectoine,0,0
211221_Smp_1314P_C,Cyano,1314P,Ectoine,0,0
211221_Smp_7803_B,Cyano,7803,Ectoine,0,0
211221_Smp_7803_F,Cyano,7803,Ectoine,0,0
211221_Smp_8102_A,Cyano,8102,Ectoine,0,0
211221_Smp_8102_F,Cyano,8102,Ectoine,1.2208967485689638e-5,8.139311657126426e-8
211221_Smp_8501_B,Cyano,WH8501,Ectoine,0,0
211221_Smp_8501_C,Cyano,WH8501,Ectoine,0,0
211221_Smp_8501_D,Cyano,WH8501,Ectoine,0,0
211221_Smp_As9601_A,Cyano,As9601,Ectoine,0,0
211221_Smp_As9601_B,Cyano,As9601,Ectoine,0,0
211221_Smp_As9601_C,Cyano,As9601,Ectoine,0,0
211221_Smp_MED4_D,Cyano,MED4,Ectoine,0,0
211221_Smp_MED4_E,Cyano,MED4,Ectoine,0,0
211221_Smp_MED4_F,Cyano,MED4,Ectoine,7.560257038446413e-5,3.780128519223207e-7
211221_Smp_Nat_A,Cyano,NATL2A,Ectoine,0,0
211221_Smp_Nat_B,Cyano,NATL2A,Ectoine,0,0
211221_Smp_Nat_C,Cyano,NATL2A,Ectoine,0,0
211215_Smp_Cy_A,Diatom,Cy,Ectoine,0.01223086713687346,8.15391142458231e-5
211215_Smp_Cy_B,Diatom,Cy,Ectoine,0.00801702923578149,5.344686157187664e-5
211215_Smp_Cy_C,Diatom,Cy,Ectoine,0.01527021117161932,1.0180140781079552e-4
211215_Smp_Np_A,Diatom,Np,Ectoine,5.51694267322402e-4,2.4519745214328976e-6
211215_Smp_Np_C,Diatom,Np,Ectoine,0.00177048824221109,7.0819529688443595e-6
211215_Smp_Np_F,Diatom,Np,Ectoine,0.00209064013095447,8.362560523817891e-6
211215_Smp_Pc55x_A,Diatom,Pc55x,Ectoine,5.1384090057857826e-5,2.740484803085751e-7
211215_Smp_Pc55x_B,Diatom,Pc55x,Ectoine,1.2032678947123116e-4,6.417428771798995e-7
211215_Smp_Pc55x_C,Diatom,Pc55x,Ectoine,9.996432536304298e-5,5.331430686028959e-7
211215_Smp_Pt_C,Diatom,Pt,Ectoine,0.00644428311551919,2.577713246207678e-5
211215_Smp_Pt_F,Diatom,Pt,Ectoine,0.00646021543601485,2.58408617440594e-5
211215_Smp_To_A,Diatom,To,Ectoine,0.01089285357652099,4.357141430608398e-5
211215_Smp_To_B,Diatom,To,Ectoine,0.00784301500019374,3.1372060000774996e-5
211215_Smp_To_C,Diatom,To,Ectoine,3.022998836017215e-4,1.209199534406886e-6
211215_Smp_Tp_A,Diatom,Tp,Ectoine,4.0392634255867834e-4,1.4049611915084464e-6
211215_Smp_Tp_E,Diatom,Tp,Ectoine,5.094319982899295e-4,2.037727993159718e-6
211215_Smp_Tp_F,Diatom,Tp,Ectoine,2.4710032074122106e-4,8.594793764912036e-7
211218_Smp_449_A,Dino,449,Ectoine,1.0888538348803047e-4,1.8147563914671747e-6
211218_Smp_449_B,Dino,449,Ectoine,1.5294524963258357e-4,2.5490874938763925e-6
211218_Smp_449_C,Dino,449,Ectoine,1.769894622996925e-4,2.949824371661541e-6
211218_Smp_1314_A,Dino,1314,Ectoine,1.437138491064795e-5,2.395230818441325e-7
211218_Smp_1314_B,Dino,1314,Ectoine,8.075689751480403e-6,1.3459482919134004e-7
211218_Smp_1314_C,Dino,1314,Ectoine,2.5964206834098064e-5,4.327367805683011e-7
211218_Smp_1545_A,Prasinophyte,1545,Ectoine,9.83139870328819e-6,1.5730237925261105e-7
211218_Smp_1545_B,Prasinophyte,1545,Ectoine,1.7512803938333322e-5,2.8020486301333314e-7
211218_Smp_1545_C,Prasinophyte,1545,Ectoine,2.3851356110156875e-5,3.816216977625099e-7
211218_Smp_1771_A,Dino,1771,Ectoine,9.705213372358018e-4,1.6175355620596698e-5
211218_Smp_1771_B,Dino,1771,Ectoine,8.272717724330957e-4,1.3787862873884923e-5
211218_Smp_1771_C,Dino,1771,Ectoine,8.643716597223131e-4,1.4406194328705216e-5
211218_Smp_2021_A,Dino,2021,Ectoine,0,0
211218_Smp_2021_B,Dino,2021,Ectoine,0,0
211218_Smp_2021_C,Dino,2021,Ectoine,0,0
211218_Smp_3430_A,Prasinophyte,3430,Ectoine,4.6203859631024306e-4,7.392617540963889e-6
211218_Smp_3430_B,Prasinophyte,3430,Ectoine,3.455418073745056e-4,5.52866891799209e-6
211218_Smp_3430_C,Prasinophyte,3430,Ectoine,4.086073300649095e-4,6.537717281038552e-6
220104_Smp_371_A,Haptophyte,371,Ectoine,0,0
220104_Smp_371_B,Haptophyte,371,Ectoine,0,0
220104_Smp_371_C,Haptophyte,371,Ectoine,5.160009021080777e-5,4.128007216864621e-7
220104_Smp_2090_A,Haptophyte,2090,Ectoine,2.0976932076372356e-5,1.8646161845664317e-7
220104_Smp_2090_B,Haptophyte,2090,Ectoine,0,0
220104_Smp_2090_C,Haptophyte,2090,Ectoine,0,0
220111_Smp_DSS3_A,Bacteria,DSS3,Gonyol,0,0
220111_Smp_DSS3_B,Bacteria,DSS3,Gonyol,0,0
220111_Smp_DSS3_C,Bacteria,DSS3,Gonyol,0,0
220111_Smp_Och_A,Bacteria,OCh114,Gonyol,0,0
220111_Smp_Och_B,Bacteria,OCh114,Gonyol,0,0
220111_Smp_Och_C,Bacteria,OCh114,Gonyol,0,0
220111_Smp_SA7_A,Bacteria,SA7,Gonyol,0,0
220111_Smp_SA7_B,Bacteria,SA7,Gonyol,0,0
220111_Smp_SA7_C,Bacteria,SA7,Gonyol,0,0
220111_Smp_SA11_A,Bacteria,SA11,Gonyol,0,0
220111_Smp_SA11_B,Bacteria,SA11,Gonyol,0,0
220111_Smp_SA11_C,Bacteria,SA11,Gonyol,0,0
220111_Smp_SA16_A,Bacteria,SA16,Gonyol,0,0
220111_Smp_SA16_B,Bacteria,SA16,Gonyol,0,0
220111_Smp_SA16_C,Bacteria,SA16,Gonyol,0,0
220111_Smp_SA36_A,Bacteria,SA36,Gonyol,0,0
220111_Smp_SA36_B,Bacteria,SA36,Gonyol,0,0
220111_Smp_SA36_C,Bacteria,SA36,Gonyol,0,0
220111_Smp_SA42_A,Bacteria,SA42,Gonyol,0,0
220111_Smp_SA44_B,Bacteria,SA44,Gonyol,0,0
220111_Smp_SA44_C,Bacteria,SA44,Gonyol,0,0
220111_Smp_SA48_A,Bacteria,SA48,Gonyol,0,0
220111_Smp_SA48_B,Bacteria,SA48,Gonyol,0,0
220111_Smp_SA48_C,Bacteria,SA48,Gonyol,0,0
220111_Smp_SA53_A,Bacteria,SA53,Gonyol,2.559464213876234e-4,3.412618951834979e-6
220111_Smp_SA53_B,Bacteria,SA53,Gonyol,0,0
220111_Smp_SA53_C,Bacteria,SA53,Gonyol,0,0
220111_Smp_SA55_A,Bacteria,SA55,Gonyol,0,0
220111_Smp_SA55_B,Bacteria,SA55,Gonyol,0,0
220111_Smp_SA55_C,Bacteria,SA55,Gonyol,0,0
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Gonyol,0,0
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Gonyol,0,0
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Gonyol,0,0
211221_Smp_1314P_A,Cyano,1314P,Gonyol,0.00129839374913304,2.0774299986128777e-5
211221_Smp_1314P_B,Cyano,1314P,Gonyol,0.00103915790573344,1.6626526491735147e-5
211221_Smp_1314P_C,Cyano,1314P,Gonyol,4.680345875603693e-4,7.488553400965909e-6
211221_Smp_7803_B,Cyano,7803,Gonyol,0,0
211221_Smp_7803_F,Cyano,7803,Gonyol,0,0
211221_Smp_8102_A,Cyano,8102,Gonyol,0,0
211221_Smp_8102_F,Cyano,8102,Gonyol,0,0
211221_Smp_8501_B,Cyano,WH8501,Gonyol,0,0
211221_Smp_8501_C,Cyano,WH8501,Gonyol,0,0
211221_Smp_8501_D,Cyano,WH8501,Gonyol,0,0
211221_Smp_As9601_A,Cyano,As9601,Gonyol,0.00643854880722411,1.0301678091558578e-4
211221_Smp_As9601_B,Cyano,As9601,Gonyol,0.00250788985113098,4.012623761809571e-5
211221_Smp_As9601_C,Cyano,As9601,Gonyol,0,0
211221_Smp_MED4_D,Cyano,MED4,Gonyol,0,0
211221_Smp_MED4_E,Cyano,MED4,Gonyol,0,0
211221_Smp_MED4_F,Cyano,MED4,Gonyol,0,0
211221_Smp_Nat_A,Cyano,NATL2A,Gonyol,0.00183941750808295,2.9430680129327197e-5
211221_Smp_Nat_B,Cyano,NATL2A,Gonyol,0.00662565417536817,1.060104668058908e-4
211221_Smp_Nat_C,Cyano,NATL2A,Gonyol,0.0012991620562003,2.0786592899204908e-5
211215_Smp_Cy_A,Diatom,Cy,Gonyol,0,0
211215_Smp_Cy_B,Diatom,Cy,Gonyol,0,0
211215_Smp_Cy_C,Diatom,Cy,Gonyol,0,0
211215_Smp_Np_A,Diatom,Np,Gonyol,0,0
211215_Smp_Np_C,Diatom,Np,Gonyol,0,0
211215_Smp_Np_F,Diatom,Np,Gonyol,0,0
211215_Smp_Pc55x_A,Diatom,Pc55x,Gonyol,0,0
211215_Smp_Pc55x_B,Diatom,Pc55x,Gonyol,0,0
211215_Smp_Pc55x_C,Diatom,Pc55x,Gonyol,0.00177541127534603,9.468860135178876e-6
211215_Smp_Pt_C,Diatom,Pt,Gonyol,0,0
211215_Smp_Pt_F,Diatom,Pt,Gonyol,0,0
211215_Smp_To_A,Diatom,To,Gonyol,0,0
211215_Smp_To_B,Diatom,To,Gonyol,0,0
211215_Smp_To_C,Diatom,To,Gonyol,0,0
211215_Smp_Tp_A,Diatom,Tp,Gonyol,0.00207813097010284,7.22828163514033e-6
211215_Smp_Tp_E,Diatom,Tp,Gonyol,0,0
211215_Smp_Tp_F,Diatom,Tp,Gonyol,0,0
211218_Smp_449_A,Dino,449,Gonyol,104.0270341345266,1.7337839022421095
211218_Smp_449_B,Dino,449,Gonyol,149.5069058383584,2.49178176397264
211218_Smp_449_C,Dino,449,Gonyol,105.3963544621889,1.7566059077031484
211218_Smp_1314_A,Dino,1314,Gonyol,215.72525739043675,3.5954209565072786
211218_Smp_1314_B,Dino,1314,Gonyol,209.3563295277836,3.489272158796393
211218_Smp_1314_C,Dino,1314,Gonyol,203.26289360374705,3.3877148933957835
211218_Smp_1545_A,Prasinophyte,1545,Gonyol,0.0039864722333393,6.378355573342888e-5
211218_Smp_1545_B,Prasinophyte,1545,Gonyol,0.007315581699626,1.1704930719401608e-4
211218_Smp_1545_C,Prasinophyte,1545,Gonyol,0.00833423781656551,1.3334780506504826e-4
211218_Smp_1771_A,Dino,1771,Gonyol,62.70513167482439,1.04508552791374
211218_Smp_1771_B,Dino,1771,Gonyol,65.98408666208243,1.0997347777013735
211218_Smp_1771_C,Dino,1771,Gonyol,48.648135972438865,0.8108022662073143
211218_Smp_2021_A,Dino,2021,Gonyol,1090.124801038992,8.898977967665239
211218_Smp_2021_B,Dino,2021,Gonyol,1143.068740595122,9.33117339261324
211218_Smp_2021_C,Dino,2021,Gonyol,628.4428784733007,10.47404797455501
211218_Smp_3430_A,Prasinophyte,3430,Gonyol,0,0
211218_Smp_3430_B,Prasinophyte,3430,Gonyol,0,0
211218_Smp_3430_C,Prasinophyte,3430,Gonyol,0,0
220104_Smp_371_A,Haptophyte,371,Gonyol,12.962470804905324,0.06913317762616172
220104_Smp_371_B,Haptophyte,371,Gonyol,15.595599922945071,0.08317653292237373
220104_Smp_371_C,Haptophyte,371,Gonyol,10.201329085508732,0.08161063268406986
220104_Smp_2090_A,Haptophyte,2090,Gonyol,16.6198793103519,0.14773226053646132
220104_Smp_2090_B,Haptophyte,2090,Gonyol,14.7224072879222,0.11777925830337758
220104_Smp_2090_C,Haptophyte,2090,Gonyol,21.49546699711697,0.17196373597693573
211221_Smp_1314P_A,Cyano,1314P,Hydroxyisoleucine,0.00876314025188303,1.4021024403012848e-4
211221_Smp_1314P_B,Cyano,1314P,Hydroxyisoleucine,0.0049555858895073,7.928937423211687e-5
211221_Smp_1314P_C,Cyano,1314P,Hydroxyisoleucine,0.00626172235533305,1.0018755768532883e-4
211221_Smp_7803_B,Cyano,7803,Hydroxyisoleucine,0.12179183374012542,6.089591687006271e-4
211221_Smp_7803_F,Cyano,7803,Hydroxyisoleucine,0.2959540429927627,0.00147977021496381
211221_Smp_8102_A,Cyano,8102,Hydroxyisoleucine,0.08008086714498067,5.338724476332044e-4
211221_Smp_8102_F,Cyano,8102,Hydroxyisoleucine,0.03517634761916331,2.3450898412775544e-4
211221_Smp_8501_B,Cyano,WH8501,Hydroxyisoleucine,0.04011180168055314,3.208944134444251e-4
211221_Smp_8501_C,Cyano,WH8501,Hydroxyisoleucine,0.07334700429961911,3.911840229313019e-4
211221_Smp_8501_D,Cyano,WH8501,Hydroxyisoleucine,0.07042476404769928,5.633981123815942e-4
211221_Smp_As9601_A,Cyano,As9601,Hydroxyisoleucine,0.00545293420830216,8.72469473328347e-5
211221_Smp_As9601_B,Cyano,As9601,Hydroxyisoleucine,0.00375357036861103,6.005712589777649e-5
211221_Smp_As9601_C,Cyano,As9601,Hydroxyisoleucine,0.0048159391113496,7.705502578159364e-5
211221_Smp_MED4_D,Cyano,MED4,Hydroxyisoleucine,0.00517937866562614,2.5896893328130735e-5
211221_Smp_MED4_E,Cyano,MED4,Hydroxyisoleucine,0.0093996150624396,4.699807531219802e-5
211221_Smp_MED4_F,Cyano,MED4,Hydroxyisoleucine,0.00617451233115412,3.08725616557706e-5
211221_Smp_Nat_A,Cyano,NATL2A,Hydroxyisoleucine,0.00749411055975889,1.1990576895614232e-4
211221_Smp_Nat_B,Cyano,NATL2A,Hydroxyisoleucine,0.01034674676025643,1.6554794816410294e-4
211221_Smp_Nat_C,Cyano,NATL2A,Hydroxyisoleucine,0.00372793375429593,5.964694006873496e-5
220111_Smp_DSS3_A,Bacteria,DSS3,Hydroxyisoleucine,2.9172952335489555,0.03889726978065273
220111_Smp_DSS3_B,Bacteria,DSS3,Hydroxyisoleucine,2.4801097852476666,0.03306813046996888
220111_Smp_DSS3_C,Bacteria,DSS3,Hydroxyisoleucine,3.131426131829107,0.04175234842438809
220111_Smp_Och_A,Bacteria,OCh114,Hydroxyisoleucine,0.01049950631503549,1.399934175338066e-4
220111_Smp_Och_B,Bacteria,OCh114,Hydroxyisoleucine,0.01261667501683578,1.682223335578105e-4
220111_Smp_Och_C,Bacteria,OCh114,Hydroxyisoleucine,0.02243471985205619,2.9912959802741587e-4
220111_Smp_SA7_A,Bacteria,SA7,Hydroxyisoleucine,0.01507939327867195,2.010585770489594e-4
220111_Smp_SA7_B,Bacteria,SA7,Hydroxyisoleucine,0.00642298527063781,1.0276776433020504e-4
220111_Smp_SA7_C,Bacteria,SA7,Hydroxyisoleucine,0.0040494151811758,6.47906428988129e-5
220111_Smp_SA11_A,Bacteria,SA11,Hydroxyisoleucine,6.787926566006792,0.09050568754675722
220111_Smp_SA11_B,Bacteria,SA11,Hydroxyisoleucine,6.41933461282226,0.08559112817096345
220111_Smp_SA11_C,Bacteria,SA11,Hydroxyisoleucine,6.002395035721817,0.08003193380962423
220111_Smp_SA16_A,Bacteria,SA16,Hydroxyisoleucine,2.9260148885711734,0.03901353184761564
220111_Smp_SA16_B,Bacteria,SA16,Hydroxyisoleucine,2.267781728048027,0.03023708970730702
220111_Smp_SA16_C,Bacteria,SA16,Hydroxyisoleucine,2.5387473971951144,0.03384996529593485
220111_Smp_SA36_A,Bacteria,SA36,Hydroxyisoleucine,0.03812660524745647,5.083547366327529e-4
220111_Smp_SA36_B,Bacteria,SA36,Hydroxyisoleucine,0.05190883238283279,6.921177651044372e-4
220111_Smp_SA36_C,Bacteria,SA36,Hydroxyisoleucine,0.04830365218223768,6.440486957631691e-4
220111_Smp_SA42_A,Bacteria,SA42,Hydroxyisoleucine,0.17040532600400266,0.0022720710133867
220111_Smp_SA44_B,Bacteria,SA44,Hydroxyisoleucine,0.12193873746617571,0.00162584983288234
220111_Smp_SA44_C,Bacteria,SA44,Hydroxyisoleucine,0.12563617799381122,0.00167514903991748
220111_Smp_SA48_A,Bacteria,SA48,Hydroxyisoleucine,0.00519729829257912,1.0394596585158244e-4
220111_Smp_SA48_B,Bacteria,SA48,Hydroxyisoleucine,0.00883791689953468,1.7675833799069365e-4
220111_Smp_SA48_C,Bacteria,SA48,Hydroxyisoleucine,0.01747786060546368,2.330381414061824e-4
220111_Smp_SA53_A,Bacteria,SA53,Hydroxyisoleucine,0.02932452832262627,3.9099371096835023e-4
220111_Smp_SA53_B,Bacteria,SA53,Hydroxyisoleucine,0.03619154778967276,5.790647646347643e-4
220111_Smp_SA53_C,Bacteria,SA53,Hydroxyisoleucine,0.03718261846273324,5.949218954037319e-4
220111_Smp_SA55_A,Bacteria,SA55,Hydroxyisoleucine,0.06614071567143419,8.818762089524558e-4
220111_Smp_SA55_B,Bacteria,SA55,Hydroxyisoleucine,0.05902191285268229,7.86958838035764e-4
220111_Smp_SA55_C,Bacteria,SA55,Hydroxyisoleucine,0.03739715635053006,4.986287513404008e-4
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Hydroxyisoleucine,0.00369222013916312,9.845920371101665e-7
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Hydroxyisoleucine,0.00227327839554107,6.062075721442878e-7
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Hydroxyisoleucine,8.474095979845544e-4,2.2597589279588115e-7
211215_Smp_Cy_A,Diatom,Cy,Hydroxyisoleucine,0.4903062151967495,0.00326870810131166
211215_Smp_Cy_B,Diatom,Cy,Hydroxyisoleucine,0.41986849422833594,0.00279912329485557
211215_Smp_Cy_C,Diatom,Cy,Hydroxyisoleucine,0.6906619089896019,0.00460441272659734
211215_Smp_Np_A,Diatom,Np,Hydroxyisoleucine,0.0331550833139659,1.4735592583984842e-4
211215_Smp_Np_C,Diatom,Np,Hydroxyisoleucine,0.11859301711835084,4.7437206847340347e-4
211215_Smp_Np_F,Diatom,Np,Hydroxyisoleucine,0.03004862063505117,1.2019448254020466e-4
211215_Smp_Pc55x_A,Diatom,Pc55x,Hydroxyisoleucine,0.1267608115479689,6.760576615891672e-4
211215_Smp_Pc55x_B,Diatom,Pc55x,Hydroxyisoleucine,0.1099203491547438,5.862418621586336e-4
211215_Smp_Pc55x_C,Diatom,Pc55x,Hydroxyisoleucine,0.06292134092652109,3.355804849414458e-4
211215_Smp_Pt_C,Diatom,Pt,Hydroxyisoleucine,1.161250203427552,0.0046450008137102
211215_Smp_Pt_F,Diatom,Pt,Hydroxyisoleucine,1.292498232052055,0.00516999292820822
211215_Smp_To_A,Diatom,To,Hydroxyisoleucine,0.5103358384442226,0.00204134335377689
211215_Smp_To_B,Diatom,To,Hydroxyisoleucine,0.6412134856476962,0.00256485394259078
211215_Smp_To_C,Diatom,To,Hydroxyisoleucine,0.6355925133594718,0.00254237005343788
211215_Smp_Tp_A,Diatom,Tp,Hydroxyisoleucine,0.6271568300440056,0.00218141506102262
211215_Smp_Tp_E,Diatom,Tp,Hydroxyisoleucine,0.4429085031828134,0.00177163401273125
211215_Smp_Tp_F,Diatom,Tp,Hydroxyisoleucine,0.37887687861754454,0.00131783262127841
220104_Smp_371_A,Haptophyte,371,Hydroxyisoleucine,0.06093245353023308,3.2497308549457647e-4
220104_Smp_371_B,Haptophyte,371,Hydroxyisoleucine,0.08187740644825584,4.366795010573644e-4
