Part.SampID,Diss.SampID,Cruise,Region,Compound,compound.name.figure,Part.Conc.nM,Diss.Conc.nM.adj,Total.Conc.nM,Part.Flag,Diss.Flag,Tot.Flag
220628_Smp_MU17_C,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.3881714449640086,NA,NA,NA,NA,NA
220628_Smp_MU18_A,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.4061616058549068,NA,NA,NA,NA,NA
220628_Smp_MU18_B,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.5963103608590988,NA,NA,NA,NA,NA
220628_Smp_MU18_C,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.45499652495573256,NA,NA,NA,NA,NA
220628_Smp_MU19_A,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.2356641242131961,NA,NA,NA,NA,NA
220628_Smp_MU19_B,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.23797127732016007,NA,NA,NA,NA,NA
220628_Smp_MU19_C,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.19612389130844415,NA,NA,NA,NA,NA
220628_Smp_MU20_A,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.2221390803491632,NA,NA,NA,NA,NA
220628_Smp_MU20_B,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.3764715571613837,NA,NA,NA,NA,NA
220628_Smp_MU20_C,NA,KM1906,NPTZ,Hydroxyisoleucine,Hydroxyisoleucine,0.3406461680592433,NA,NA,NA,NA,NA
220628_Smp_MU21_A,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.2108144865146264,NA,NA,NA,NA,NA
220628_Smp_MU21_B,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.3230005537815636,NA,NA,NA,NA,NA
220628_Smp_MU21_C,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.23911108522701408,NA,NA,NA,NA,NA
220628_Smp_MU22_A,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.23476025583495913,NA,NA,NA,NA,NA
220628_Smp_MU22_B,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.30608239611372523,NA,NA,NA,NA,NA
220628_Smp_MU22_C,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.27403059179461065,NA,NA,NA,NA,NA
220628_Smp_MU23_A,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.21892475438877151,NA,NA,NA,NA,NA
220628_Smp_MU23_B,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.2162089163786971,NA,NA,NA,NA,NA
220628_Smp_MU23_C,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.24542590584527535,NA,NA,NA,NA,NA
220628_Smp_MU24_A,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.2180650873001093,NA,NA,NA,NA,NA
220628_Smp_MU24_B,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.2556591574090887,NA,NA,NA,NA,NA
220628_Smp_MU24_C,NA,KM1906,NPSG,Hydroxyisoleucine,Hydroxyisoleucine,0.20954029661668336,NA,NA,NA,NA,NA
220628_Smp_MU1_A,220623_Smp_MU1_A,KM1906,NPSG,L-Alanine,Alanine,0.1102269372869502,2.512580580493509,2.6228075177804593,NA,NA,NA
220628_Smp_MU1_B,220623_Smp_MU1_B,KM1906,NPSG,L-Alanine,Alanine,0.17139202573223283,0.3967658011975497,0.5681578269297825,NA,Flag,Flag
220628_Smp_MU1_C,220623_Smp_MU1_C,KM1906,NPSG,L-Alanine,Alanine,0.17603236419069215,0.3967658011975497,0.5727981653882418,NA,Flag,Flag
220628_Smp_MU2_A,220623_Smp_MU2_A,KM1906,NPSG,L-Alanine,Alanine,0.11189302463911636,0.7888748125983476,0.900767837237464,Flag,NA,Flag
220628_Smp_MU2_B,220623_Smp_MU2_B,KM1906,NPSG,L-Alanine,Alanine,0.1816882527724166,0.3967658011975497,0.5784540539699663,NA,Flag,Flag
220628_Smp_MU2_C,220623_Smp_MU2_C,KM1906,NPSG,L-Alanine,Alanine,0.14588292709685594,0.3967658011975497,0.5426487282944056,NA,Flag,Flag
220628_Smp_MU3_A,220623_Smp_MU3_A,KM1906,NPSG,L-Alanine,Alanine,0.13992292065307282,1.9191150041179104,2.0590379247709834,NA,NA,NA
220628_Smp_MU3_B,220623_Smp_MU3_B,KM1906,NPSG,L-Alanine,Alanine,0.14672395062840057,1.522388239539024,1.6691121901674246,NA,NA,NA
220628_Smp_MU3_C,220623_Smp_MU3_C,KM1906,NPSG,L-Alanine,Alanine,0.16669269893947045,1.9724400113732812,2.139132710312752,NA,NA,NA
220628_Smp_MU4_A,220623_Smp_MU4_A,KM1906,NPSG,L-Alanine,Alanine,0.1351933661962514,0.7389072567675763,0.8741006229638277,Flag,NA,Flag
220628_Smp_MU4_B,220623_Smp_MU4_B,KM1906,NPSG,L-Alanine,Alanine,0.17737540304905214,1.1610941641305996,1.3384695671796518,NA,NA,NA
220628_Smp_MU4_C,220623_Smp_MU4_C,KM1906,NPSG,L-Alanine,Alanine,0.2063125460627829,0.3967658011975497,0.6030783472603326,NA,Flag,Flag
220628_Smp_MU5_A,220623_Smp_MU5_A,KM1906,NPSG,L-Alanine,Alanine,0.10587694479367823,0.7655329246004694,0.8714098693941477,NA,Flag,Flag
220628_Smp_MU5_B,220623_Smp_MU5_B,KM1906,NPSG,L-Alanine,Alanine,0.14126879584602473,0.7655329246004694,0.906801720446494,NA,Flag,Flag
220628_Smp_MU5_C,220623_Smp_MU5_C,KM1906,NPSG,L-Alanine,Alanine,0.14591377321557775,0.3967658011975497,0.5426795744131274,NA,Flag,Flag
220628_Smp_MU6_A,220623_Smp_MU6_A,KM1906,NPSG,L-Alanine,Alanine,0.15760765902907212,0.3967658011975497,0.5543734602266218,NA,Flag,Flag
220628_Smp_MU6_B,220623_Smp_MU6_B,KM1906,NPSG,L-Alanine,Alanine,0.2205415225834512,0.3967658011975497,0.6173073237810008,NA,Flag,Flag
220628_Smp_MU6_C,220623_Smp_MU6_C,KM1906,NPSG,L-Alanine,Alanine,0.14489740237917403,0.8579769033678843,1.0028743057470584,NA,NA,NA
220628_Smp_MU7_A,220623_Smp_MU7_A,KM1906,NPSG,L-Alanine,Alanine,0.1501543471804973,0.3967658011975497,0.546920148378047,NA,Flag,Flag
220628_Smp_MU7_B,220623_Smp_MU7_B,KM1906,NPSG,L-Alanine,Alanine,0.1340398068892861,0.3967658011975497,0.5308056080868357,NA,Flag,Flag
220628_Smp_MU7_C,220623_Smp_MU7_C,KM1906,NPSG,L-Alanine,Alanine,0.16358340216458275,1.0072946603755095,1.1708780625400923,NA,NA,NA
220628_Smp_MU8_A,220623_Smp_MU8_A,KM1906,NPSG,L-Alanine,Alanine,0.3065132194603681,2.5620459261628596,2.8685591456232276,NA,NA,NA
220628_Smp_MU8_B,220623_Smp_MU8_B,KM1906,NPSG,L-Alanine,Alanine,0.25750162364304824,3.3677564466977543,3.6252580703408026,NA,NA,NA
220628_Smp_MU8_C,220623_Smp_MU8_C,KM1906,NPSG,L-Alanine,Alanine,0.21493307218125815,1.0289912770415608,1.243924349222819,NA,NA,NA
220628_Smp_MU9_A,220623_Smp_MU9_A,KM1906,NPSG,L-Alanine,Alanine,0.3270641965802621,0.8578700821962149,1.184934278776477,NA,NA,NA
220628_Smp_MU9_B,220623_Smp_MU9_B,KM1906,NPSG,L-Alanine,Alanine,0.33388663801300816,1.6180609409210645,1.9519475789340728,NA,NA,NA
220628_Smp_MU9_C,220623_Smp_MU9_C,KM1906,NPSG,L-Alanine,Alanine,0.35023272118228826,0.485531077217475,0.8357637983997632,NA,NA,NA
220628_Smp_MU10_A,220623_Smp_MU10_A,KM1906,NPTZ,L-Alanine,Alanine,0.33783218459600434,0.7655329246004694,1.1033651091964738,NA,NA,NA
220628_Smp_MU10_B,220623_Smp_MU10_B,KM1906,NPTZ,L-Alanine,Alanine,0.4364739726092612,3.838789759849865,4.275263732459126,NA,NA,NA
220628_Smp_MU10_C,220623_Smp_MU10_C,KM1906,NPTZ,L-Alanine,Alanine,0.27136097852235286,4.784143710865237,5.05550468938759,NA,NA,NA
220628_Smp_MU11_A,220623_Smp_MU11_A,KM1906,NPTZ,L-Alanine,Alanine,0.7476998740802058,1.727472596299935,2.4751724703801408,NA,NA,NA
220628_Smp_MU11_B,220623_Smp_MU11_B,KM1906,NPTZ,L-Alanine,Alanine,0.9093840912947764,4.873124798424571,5.782508889719347,NA,NA,NA
220628_Smp_MU11_C,220623_Smp_MU11_C,KM1906,NPTZ,L-Alanine,Alanine,0.9282281852259234,3.4815019256995416,4.409730110925465,NA,NA,NA
220628_Smp_MU14_A,220623_Smp_MU14_A,KM1906,NPTZ,L-Alanine,Alanine,0.5521558488296484,2.2940764204707795,2.846232269300428,NA,NA,NA
220628_Smp_MU14_B,220623_Smp_MU14_B,KM1906,NPTZ,L-Alanine,Alanine,0.6500328226513011,1.102188484665878,1.7522213073171793,NA,NA,NA
220628_Smp_MU14_C,220623_Smp_MU14_C,KM1906,NPTZ,L-Alanine,Alanine,0.6699742046148605,4.366526625142895,5.036500829757756,NA,NA,NA
220628_Smp_MU15_A,220623_Smp_MU15_A,KM1906,NPTZ,L-Alanine,Alanine,0.5588505585936718,3.021546006664236,3.580396565257908,NA,NA,NA
220628_Smp_MU15_B,220623_Smp_MU15_B,KM1906,NPTZ,L-Alanine,Alanine,0.599896942944388,1.9197688006549096,2.5196657435992975,NA,NA,NA
220628_Smp_MU15_C,220623_Smp_MU15_C,KM1906,NPTZ,L-Alanine,Alanine,0.46971355179399105,1.3325214508725605,1.8022350026665517,NA,NA,NA
220628_Smp_MU16_A,220623_Smp_MU16_A,KM1906,NPTZ,L-Alanine,Alanine,1.212995359196703,2.392316709774851,3.6053120689715543,NA,NA,NA
220628_Smp_MU16_B,220623_Smp_MU16_B,KM1906,NPTZ,L-Alanine,Alanine,1.439638762712183,2.288419923824122,3.728058686536305,NA,NA,NA
220628_Smp_MU16_C,220623_Smp_MU16_C,KM1906,NPTZ,L-Alanine,Alanine,1.2648156945302669,5.577920333639753,6.84273602817002,NA,NA,NA
220628_Smp_MU17_A,220623_Smp_MU17_A,KM1906,NPTZ,L-Alanine,Alanine,2.168824799697871,0.590309490583079,2.75913429028095,NA,NA,NA
220628_Smp_MU17_B,220623_Smp_MU17_B,KM1906,NPTZ,L-Alanine,Alanine,2.501242165736248,0.3967658011975497,2.8980079669337977,NA,Flag,Flag
220628_Smp_MU17_C,NA,KM1906,NPTZ,L-Alanine,Alanine,3.7658954504176423,NA,NA,NA,NA,NA
220628_Smp_MU18_A,NA,KM1906,NPTZ,L-Alanine,Alanine,1.081263418154322,NA,NA,NA,NA,NA
220628_Smp_MU18_B,NA,KM1906,NPTZ,L-Alanine,Alanine,1.2967856037206176,NA,NA,NA,NA,NA
220628_Smp_MU18_C,NA,KM1906,NPTZ,L-Alanine,Alanine,1.747542797080717,NA,NA,NA,NA,NA
220628_Smp_MU19_A,NA,KM1906,NPTZ,L-Alanine,Alanine,0.5059508732866658,NA,NA,NA,NA,NA
220628_Smp_MU19_B,NA,KM1906,NPTZ,L-Alanine,Alanine,0.891003587334732,NA,NA,NA,NA,NA
220628_Smp_MU19_C,NA,KM1906,NPTZ,L-Alanine,Alanine,0.7304591322866396,NA,NA,NA,NA,NA
220628_Smp_MU20_A,NA,KM1906,NPTZ,L-Alanine,Alanine,0.5094479649275134,NA,NA,NA,NA,NA
220628_Smp_MU20_B,NA,KM1906,NPTZ,L-Alanine,Alanine,0.48694649311799576,NA,NA,NA,NA,NA
220628_Smp_MU20_C,NA,KM1906,NPTZ,L-Alanine,Alanine,0.539991780335628,NA,NA,NA,NA,NA
220628_Smp_MU21_A,NA,KM1906,NPSG,L-Alanine,Alanine,0.3941575211054775,NA,NA,NA,NA,NA
220628_Smp_MU21_B,NA,KM1906,NPSG,L-Alanine,Alanine,0.3108790507009553,NA,NA,NA,NA,NA
220628_Smp_MU21_C,NA,KM1906,NPSG,L-Alanine,Alanine,0.3946682541634454,NA,NA,NA,NA,NA
220628_Smp_MU22_A,NA,KM1906,NPSG,L-Alanine,Alanine,0.2139408421202829,NA,NA,NA,NA,NA
220628_Smp_MU22_B,NA,KM1906,NPSG,L-Alanine,Alanine,0.4725995003943209,NA,NA,NA,NA,NA
220628_Smp_MU22_C,NA,KM1906,NPSG,L-Alanine,Alanine,0.2993394363555907,NA,NA,NA,NA,NA
220628_Smp_MU23_A,NA,KM1906,NPSG,L-Alanine,Alanine,0.19871397267411253,NA,NA,Flag,NA,Flag
220628_Smp_MU23_B,NA,KM1906,NPSG,L-Alanine,Alanine,0.2534808165074156,NA,NA,NA,NA,NA
220628_Smp_MU23_C,NA,KM1906,NPSG,L-Alanine,Alanine,0.2396542250941974,NA,NA,NA,NA,NA
220628_Smp_MU24_A,NA,KM1906,NPSG,L-Alanine,Alanine,0.16203155676166173,NA,NA,NA,NA,NA
220628_Smp_MU24_B,NA,KM1906,NPSG,L-Alanine,Alanine,0.2014905144083467,NA,NA,NA,NA,NA
220628_Smp_MU24_C,NA,KM1906,NPSG,L-Alanine,Alanine,0.2278369065977734,NA,NA,NA,NA,NA
220628_Smp_MU1_A,220623_Smp_MU1_A,KM1906,NPSG,L-Asparagine,Asparagine,0.02119821937401062,0.6111058150398451,0.6323040344138557,NA,NA,NA
220628_Smp_MU1_B,220623_Smp_MU1_B,KM1906,NPSG,L-Asparagine,Asparagine,0.02303188276203958,0.05935897384899018,0.08239085661102977,NA,Flag,Flag
220628_Smp_MU1_C,220623_Smp_MU1_C,KM1906,NPSG,L-Asparagine,Asparagine,0.03049690055684059,0.05935897384899018,0.08985587440583077,NA,Flag,Flag
220628_Smp_MU2_A,220623_Smp_MU2_A,KM1906,NPSG,L-Asparagine,Asparagine,0.02170510575300694,0.2613683355475428,0.28307344130054973,NA,NA,NA
220628_Smp_MU2_B,220623_Smp_MU2_B,KM1906,NPSG,L-Asparagine,Asparagine,0.01821476317909087,0.13850205447411165,0.15671681765320253,NA,NA,NA
220628_Smp_MU2_C,220623_Smp_MU2_C,KM1906,NPSG,L-Asparagine,Asparagine,0.01693124295398196,0.5590267953082118,0.5759580382621937,NA,NA,NA
220628_Smp_MU3_A,220623_Smp_MU3_A,KM1906,NPSG,L-Asparagine,Asparagine,0.0210073190978015,0.7482627646241448,0.7692700837219463,NA,NA,NA
220628_Smp_MU3_B,220623_Smp_MU3_B,KM1906,NPSG,L-Asparagine,Asparagine,0.02604552744869723,0.6016855236052736,0.6277310510539709,NA,NA,NA
220628_Smp_MU3_C,220623_Smp_MU3_C,KM1906,NPSG,L-Asparagine,Asparagine,0.0191269228734668,0.842420836063925,0.8615477589373919,NA,NA,NA
220628_Smp_MU4_A,220623_Smp_MU4_A,KM1906,NPSG,L-Asparagine,Asparagine,0.04084471550439416,0.43133388633500536,0.4721786018393995,NA,NA,NA
220628_Smp_MU4_B,220623_Smp_MU4_B,KM1906,NPSG,L-Asparagine,Asparagine,0.08854178510341465,0.5754042995391736,0.6639460846425882,NA,NA,NA
220628_Smp_MU4_C,220623_Smp_MU4_C,KM1906,NPSG,L-Asparagine,Asparagine,0.03195845874927772,0.7804326278500885,0.8123910865993662,NA,NA,NA
220628_Smp_MU5_A,220623_Smp_MU5_A,KM1906,NPSG,L-Asparagine,Asparagine,0.04636868391298842,0.2378378409552553,0.2842065248682437,NA,NA,NA
220628_Smp_MU5_B,220623_Smp_MU5_B,KM1906,NPSG,L-Asparagine,Asparagine,0.023232391132083752,0.4337160289966211,0.4569484201287049,NA,NA,NA
220628_Smp_MU5_C,220623_Smp_MU5_C,KM1906,NPSG,L-Asparagine,Asparagine,0.01530948810448216,0.5691295738965243,0.5844390620010065,NA,NA,NA
220628_Smp_MU6_A,220623_Smp_MU6_A,KM1906,NPSG,L-Asparagine,Asparagine,0.0258385312959284,0.670756723498001,0.6965952547939294,NA,NA,NA
220628_Smp_MU6_B,220623_Smp_MU6_B,KM1906,NPSG,L-Asparagine,Asparagine,0.02844409726557677,0.7092417803548764,0.7376858776204531,NA,NA,NA
220628_Smp_MU6_C,220623_Smp_MU6_C,KM1906,NPSG,L-Asparagine,Asparagine,0.01435744615001264,0.4236055943024172,0.43796304045242984,NA,NA,NA
220628_Smp_MU7_A,220623_Smp_MU7_A,KM1906,NPSG,L-Asparagine,Asparagine,0.01213018082630556,0.2154634183525582,0.22759359917886376,NA,NA,NA
220628_Smp_MU7_B,220623_Smp_MU7_B,KM1906,NPSG,L-Asparagine,Asparagine,0.02882109956961703,0.999801936224872,1.028623035794489,NA,NA,NA
220628_Smp_MU7_C,220623_Smp_MU7_C,KM1906,NPSG,L-Asparagine,Asparagine,0.02379545545967877,0.4872551774946719,0.5110506329543507,NA,NA,NA
220628_Smp_MU8_A,220623_Smp_MU8_A,KM1906,NPSG,L-Asparagine,Asparagine,0.02244730055622008,0.9563808785269168,0.9788281790831368,NA,NA,NA
220628_Smp_MU8_B,220623_Smp_MU8_B,KM1906,NPSG,L-Asparagine,Asparagine,0.02535749517677205,0.8313512006744792,0.8567086958512513,NA,NA,NA
220628_Smp_MU8_C,220623_Smp_MU8_C,KM1906,NPSG,L-Asparagine,Asparagine,0.01694111065033128,0.4304282783810027,0.447369389031334,NA,NA,NA
220628_Smp_MU9_A,220623_Smp_MU9_A,KM1906,NPSG,L-Asparagine,Asparagine,0.05660766704836895,0.46801210220152767,0.5246197692498966,NA,NA,NA
220628_Smp_MU9_B,220623_Smp_MU9_B,KM1906,NPSG,L-Asparagine,Asparagine,0.05189602864787389,0.7454989103973756,0.7973949390452495,NA,NA,NA
220628_Smp_MU9_C,220623_Smp_MU9_C,KM1906,NPSG,L-Asparagine,Asparagine,0.04230513716685568,0.33078843512303224,0.37309357228988793,NA,NA,NA
220628_Smp_MU10_A,220623_Smp_MU10_A,KM1906,NPTZ,L-Asparagine,Asparagine,0.02251278501944349,0.09428913668111048,0.11680192170055398,NA,NA,NA
220628_Smp_MU10_B,220623_Smp_MU10_B,KM1906,NPTZ,L-Asparagine,Asparagine,0.0396488851467229,0.4931481915721677,0.5327970767188906,NA,NA,NA
220628_Smp_MU10_C,220623_Smp_MU10_C,KM1906,NPTZ,L-Asparagine,Asparagine,0.04068155454643779,0.9493700729892872,0.990051627535725,NA,NA,NA
220628_Smp_MU11_A,220623_Smp_MU11_A,KM1906,NPTZ,L-Asparagine,Asparagine,0.06183831645838604,0.5699258089092225,0.6317641253676085,NA,NA,NA
220628_Smp_MU11_B,220623_Smp_MU11_B,KM1906,NPTZ,L-Asparagine,Asparagine,0.14640236146017174,1.1530563953103938,1.2994587567705655,NA,NA,NA
220628_Smp_MU11_C,220623_Smp_MU11_C,KM1906,NPTZ,L-Asparagine,Asparagine,0.06627155512243396,1.3937523335101758,1.4600238886326098,NA,NA,NA
220628_Smp_MU14_A,220623_Smp_MU14_A,KM1906,NPTZ,L-Asparagine,Asparagine,0.04738830486097589,1.296550413113886,1.343938717974862,NA,NA,NA
220628_Smp_MU14_B,220623_Smp_MU14_B,KM1906,NPTZ,L-Asparagine,Asparagine,0.04715667908843423,0.05935897384899018,0.1065156529374244,NA,NA,NA
220628_Smp_MU14_C,220623_Smp_MU14_C,KM1906,NPTZ,L-Asparagine,Asparagine,0.06767298694900788,0.21286581099657215,0.28053879794558,NA,NA,NA
220628_Smp_MU15_A,220623_Smp_MU15_A,KM1906,NPTZ,L-Asparagine,Asparagine,0.04635662447731021,0.04527255930600801,0.09162918378331822,NA,NA,NA
220628_Smp_MU15_B,220623_Smp_MU15_B,KM1906,NPTZ,L-Asparagine,Asparagine,0.08096063658936452,0.12423107309267788,0.2051917096820424,NA,NA,NA
220628_Smp_MU15_C,220623_Smp_MU15_C,KM1906,NPTZ,L-Asparagine,Asparagine,0.04825433330275244,0.12229735949041123,0.17055169279316368,NA,NA,NA
220628_Smp_MU16_A,220623_Smp_MU16_A,KM1906,NPTZ,L-Asparagine,Asparagine,0.07520705384459787,0.4231516965960027,0.4983587504406006,NA,NA,NA
220628_Smp_MU16_B,220623_Smp_MU16_B,KM1906,NPTZ,L-Asparagine,Asparagine,0.18581992576958448,0.8168614734104356,1.00268139918002,NA,NA,NA
220628_Smp_MU16_C,220623_Smp_MU16_C,KM1906,NPTZ,L-Asparagine,Asparagine,0.11035988349310692,0.883187412476416,0.9935472959695228,NA,NA,NA
220628_Smp_MU17_A,220623_Smp_MU17_A,KM1906,NPTZ,L-Asparagine,Asparagine,0.13834598699651843,0.9762167551619324,1.1145627421584507,NA,NA,NA
220628_Smp_MU17_B,220623_Smp_MU17_B,KM1906,NPTZ,L-Asparagine,Asparagine,0.3287552463141097,1.0774173502923206,1.4061725966064302,NA,NA,NA
220628_Smp_MU17_C,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.48051298828863215,NA,NA,NA,NA,NA
220628_Smp_MU18_A,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.0885739862752221,NA,NA,NA,NA,NA
220628_Smp_MU18_B,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.15347992125579482,NA,NA,NA,NA,NA
220628_Smp_MU18_C,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.12059780537001769,NA,NA,NA,NA,NA
220628_Smp_MU19_A,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.06304992358004158,NA,NA,NA,NA,NA
220628_Smp_MU19_B,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.12154611787370578,NA,NA,NA,NA,NA
220628_Smp_MU19_C,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.05467300805672533,NA,NA,NA,NA,NA
220628_Smp_MU20_A,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.05454369192613979,NA,NA,NA,NA,NA
220628_Smp_MU20_B,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.06142024749634144,NA,NA,NA,NA,NA
220628_Smp_MU20_C,NA,KM1906,NPTZ,L-Asparagine,Asparagine,0.04595637488308942,NA,NA,NA,NA,NA
220628_Smp_MU21_A,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.0302610050563804,NA,NA,NA,NA,NA
220628_Smp_MU21_B,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.05400061152118056,NA,NA,NA,NA,NA
220628_Smp_MU21_C,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.03732343498683475,NA,NA,NA,NA,NA
220628_Smp_MU22_A,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.02364318884702357,NA,NA,NA,NA,NA
220628_Smp_MU22_B,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.04675480743955999,NA,NA,NA,NA,NA
220628_Smp_MU22_C,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.02924992773650945,NA,NA,NA,NA,NA
220628_Smp_MU23_A,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.03610967522084176,NA,NA,NA,NA,NA
220628_Smp_MU23_B,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.03893505672250826,NA,NA,NA,NA,NA
220628_Smp_MU23_C,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.05298625899083077,NA,NA,NA,NA,NA
220628_Smp_MU24_A,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.04143819972287085,NA,NA,NA,NA,NA
220628_Smp_MU24_B,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.05417708737113254,NA,NA,NA,NA,NA
220628_Smp_MU24_C,NA,KM1906,NPSG,L-Asparagine,Asparagine,0.05842795078244615,NA,NA,NA,NA,NA
220628_Smp_MU1_A,220623_Smp_MU1_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.1131673044657512,1.0350657664814746,1.148233070947226,NA,NA,NA
220628_Smp_MU1_B,220623_Smp_MU1_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.32276843664732235,0.31093166659647964,0.633700103243802,NA,NA,NA
220628_Smp_MU1_C,220623_Smp_MU1_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.20454987191383103,0.7103274088587954,0.9148772807726264,NA,NA,NA
220628_Smp_MU2_A,220623_Smp_MU2_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.28915755264739257,1.165461893719529,1.4546194463669215,NA,NA,NA
220628_Smp_MU2_B,220623_Smp_MU2_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.1973271761374323,0.3913123646337181,0.5886395407711504,NA,NA,NA
220628_Smp_MU2_C,220623_Smp_MU2_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.2014918366927215,0.2099506787768618,0.4114425154695833,NA,Flag,Flag
220628_Smp_MU3_A,220623_Smp_MU3_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.24650274191237703,1.422569476813364,1.6690722187257412,NA,NA,NA
220628_Smp_MU3_B,220623_Smp_MU3_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.17739434012582392,1.9539015551927057,2.1312958953185297,NA,NA,NA
220628_Smp_MU3_C,220623_Smp_MU3_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.2079177247406371,1.1166372499646566,1.3245549747052938,NA,NA,NA
220628_Smp_MU4_A,220623_Smp_MU4_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.1665122122834529,0.6632999019355943,0.8298121142190472,NA,NA,NA
220628_Smp_MU4_B,220623_Smp_MU4_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.30764736085297484,0.6763850519995951,0.98403241285257,NA,NA,NA
220628_Smp_MU4_C,220623_Smp_MU4_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.11542833159657688,0.2099506787768618,0.3253790103734387,NA,Flag,Flag
220628_Smp_MU5_A,220623_Smp_MU5_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.19460208695616163,0.7038405022287968,0.8984425891849585,NA,NA,NA
220628_Smp_MU5_B,220623_Smp_MU5_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.09622532940485148,0.5714454549295322,0.6676707843343838,NA,NA,NA
220628_Smp_MU5_C,220623_Smp_MU5_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.12430540856539686,0.2099506787768618,0.33425608734225865,NA,Flag,Flag
220628_Smp_MU6_A,220623_Smp_MU6_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.11319291753446448,0.7193354019004259,0.8325283194348904,NA,NA,NA
220628_Smp_MU6_B,220623_Smp_MU6_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.15568146111182207,0.9641522738743996,1.1198337349862215,NA,NA,NA
220628_Smp_MU6_C,220623_Smp_MU6_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.08632605952983993,0.24089390604707628,0.32721996557691624,NA,NA,NA
220628_Smp_MU7_A,220623_Smp_MU7_A,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.08711343924538897,0.8741024726875108,0.9612159119328998,NA,NA,NA
220628_Smp_MU7_B,220623_Smp_MU7_B,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.10300977203932496,0.6302180402515749,0.7332278122908998,NA,NA,NA
220628_Smp_MU7_C,220623_Smp_MU7_C,KM1906,NPSG,L-Aspartic acid,Aspartic acid,0.09708464356220343,1.2267000904076626,1.323784733969866,NA,NA,NA
